0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Down In the DM,The Art of Hustle (Deluxe),Yo Gotti,2016-02-19,182733,55,0.00157,0.776,0.662,2.1e-05,0.0887,-7.016,0.0489,152.927,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,84,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
Bang My Head (feat. Sia & Fetty Wap),Listen Again,David Guetta,2015-11-27,193333,60,0.0525,0.599,0.869,0.00719,0.103,-3.697,0.0789,108.061,4
It’s My Birthday,It’s My Birthday,will.i.am,2014-01-01,252613,0,0.0817,0.76,0.718,0.0,0.0903,-4.443,0.0476,100.01,4
03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse (Explicit Version),JAY-Z,2002-11-12,205560,0,0.221,0.624,0.692,0.0,0.153,-5.185,0.339,87.042,4
Always On Time,Pain Is Love,Ja Rule,2001-01-01,245133,73,0.208,0.839,0.706,0.0,0.242,-6.104,0.199,96.673,4
Jumpman,What A Time To Be Alive,Drake,2015-09-20,205879,72,0.0559,0.852,0.553,0.0,0.332,-7.286,0.187,142.079,4
R.I.C.O. (feat. Drake),Dreams Worth More Than Money,Meek Mill,2015-06-29,197133,70,0.317,0.727,0.599,0.0,0.219,-6.941,0.327,167.909,3
Best Friend,Best Friend,Young Thug,2015-11-20,213000,60,0.0358,0.959,0.598,0.0,0.358,-5.534,0.0713,127.029,4
679,679,William Singe,2015-09-17,116532,0,0.204,0.484,0.356,0.0,0.101,-10.33,0.328,168.038,4
Feds Watching,B.O.A.T.S. II #METIME (Deluxe),2 Chainz,2013-01-01,247013,47,0.0476,0.79,0.875,0.0,0.312,-6.55,0.091,139.985,4
Say Aah - Unplugged,MTV Unplugged,Trey Songz,2010-07-06,257053,17,0.0929,0.628,0.906,0.0,0.771,-3.37,0.173,93.23,4
2 Reasons (feat. T.I.),Chapter V (Deluxe),Trey Songz,2012-08-17,197626,49,0.00135,0.734,0.746,0.0,0.178,-5.088,0.0762,94.033,4
Foreign Remix (feat. Justin Bieber),Trigga (Deluxe),Trey Songz,2014-07-02,273640,19,0.137,0.709,0.583,0.0,0.395,-6.814,0.0595,123.927,4
Romantic (feat. Tiwa Savage),Romantic (feat. Tiwa Savage),Korede Bello,2016-01-05,225933,47,0.0886,0.764,0.593,0.000296,0.0621,-4.026,0.0456,103.993,4
Pony,R&B: From Doo-Wop To Hip-Hop,Various Artists,1999-10-11,251733,31,0.00186,0.749,0.605,0.0381,0.115,-9.359,0.086,142.024,4
As Long As You Love Me,Believe (Deluxe Edition),Justin Bieber,2012-01-01,229466,0,0.0679,0.579,0.871,0.0,0.353,-3.385,0.109,139.841,4
I'm Into You,Love?,Jennifer Lopez,2011-01-01,200133,59,0.0176,0.592,0.747,0.0,0.0752,-4.439,0.138,83.929,4
Ayo Technology,Curtis,50 Cent,2007-01-01,247946,0,0.0828,0.63,0.782,0.0,0.034,-5.44,0.132,140.144,4
Deuces (feat. Tyga & Kevin McCall),F.A.M.E.,Chris Brown,2011-03-18,276560,0,0.0324,0.692,0.736,0.0,0.0787,-5.109,0.11,73.987,4
"Deuces Remix (feat. Drake, T.I., Kanye West, Fabolous, Rick Ross & André 3000)",Deuces Remix,Chris Brown,2010-06-25,403786,50,0.292,0.657,0.641,0.0,0.0883,-5.152,0.295,148.261,4
No Love,Recovery,Eminem,2010-06-18,299506,0,0.128,0.735,0.932,0.0,0.175,-2.86,0.224,129.583,4
Selfie,13ième apôtre,Koffi Olomide,2015-10-13,239920,38,0.367,0.658,0.887,4.99e-06,0.357,-5.566,0.186,119.874,4
Na Na,Trigga,Trey Songz,2014-07-01,231906,61,0.328,0.67,0.476,0.0,0.104,-6.253,0.0406,96.975,4
What I Be On (feat. Fabolous),What I Be On (feat. Fabolous),Trey Songz,2011-11-01,231400,8,0.0253,0.673,0.721,0.0,0.371,-5.0,0.0824,73.436,4
Freaks,Excuse My French (Deluxe),French Montana,2013-01-01,181920,43,0.0499,0.771,0.895,0.0,0.571,-4.805,0.253,96.576,4
GDFR (feat. Sage the Gemini & Lookas),My House,Flo Rida,2015-04-07,190185,70,0.000704,0.657,0.827,0.00534,0.065,-4.036,0.0734,145.889,4
Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,194613,77,0.107,0.525,0.433,0.0,0.135,-10.598,0.185,160.108,4
Alive,This Is Acting,Sia,2016-01-29,263520,57,0.254,0.508,0.762,0.000122,0.108,-4.217,0.0489,99.963,4
My Body,Solidstar,Solidstar,2017-08-18,218305,36,0.108,0.784,0.792,0.0,0.0779,-4.788,0.203,97.884,4
Soweto Baby (feat. Wizkid & DJ Buckz),Soweto Baby (feat. DJ Buckz & Wizkid),DJ Maphorisa,2016-01-08,258000,45,0.292,0.889,0.728,4.09e-06,0.0748,-6.995,0.141,120.016,4
Unstoppable,This Is Acting,Sia,2016-01-29,217746,80,0.112,0.468,0.779,0.000373,0.101,-4.839,0.0779,173.799,4
The Fix (feat. Jeremih),The Fix (feat. Jeremih),Nelly,2015-08-14,173045,0,0.0485,0.812,0.479,0.0,0.102,-6.47,0.0429,95.505,4
Blasé (feat. Future & Rae Sremmurd),Free TC,Ty Dolla $ign,2015-11-13,285240,0,0.0219,0.897,0.642,1.31e-06,0.159,-8.828,0.0534,127.984,4
This Could Be Us,SremmLife,Rae Sremmurd,2015-01-06,206306,78,0.291,0.732,0.69,0.0,0.116,-4.992,0.134,143.072,4
Nakupenda,Applaudise,Iyanya,2015-09-17,219760,0,0.184,0.384,0.944,0.016,0.402,-6.237,0.161,122.019,4
Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,2004-01-01,266066,77,0.19,0.888,0.632,0.0,0.101,-3.872,0.219,91.979,4
Drop the Game,Drop the Game - EP,Flume,2013-01-23,221080,45,0.511,0.316,0.657,0.00016,0.25,-5.561,0.0903,77.871,4
I Run This,5 * Stunna,Birdman,2007-01-01,211773,51,0.0068,0.717,0.551,2.33e-05,0.359,-7.538,0.0708,81.029,4
Never Be Like You,Skin,Flume,2016-05-27,233337,0,0.436,0.494,0.559,0.0,0.164,-5.445,0.0565,119.247,4
Boombastic,Boombastic,Shaggy,1995-07-11,249933,70,0.242,0.867,0.538,1.75e-05,0.316,-16.183,0.361,158.328,4
"Boom (feat. MOTi, TY Dolla $ign, Wizkid & Kranium)",Peace Is The Mission: Extended,Major Lazer,2015-06-01,186447,0,0.00283,0.704,0.784,0.0,0.419,-4.463,0.142,100.083,4
Juice Back,Juice Back,Nasty C,2015-11-25,297482,0,0.0712,0.701,0.62,0.00134,0.147,-7.628,0.254,110.872,3
Rihanna (feat. Young Thug),Rihanna (feat. Young Thug),Yo Gotti,2015-06-29,234459,37,0.367,0.78,0.453,0.0,0.125,-9.411,0.293,132.096,4
Fuck Up Some Commas,Flicka Da Wrist,DJ Fetty Bronson,2015-04-03,205725,8,0.483,0.719,0.562,1.09e-06,0.457,-7.086,0.0515,112.086,4
Make Me Sing (feat. Diamond Platnumz),"Afrobeat Summer 2016: Essential, Vol. 1",Various Artists,2016-06-01,202814,0,0.212,0.691,0.894,0.0,0.338,-3.716,0.199,103.07,4
Sorry Not Sorry,T R A P S O U L,Bryson Tiller,2015-10-02,200760,63,0.0477,0.681,0.608,0.0,0.225,-6.093,0.207,97.934,4
Hollywood Niggaz,The Gold Album: 18th Dynasty,Tyga,2015-06-30,212040,39,0.0128,0.782,0.59,0.0,0.0904,-4.467,0.264,174.069,4
Shawty Is Da Shit,Love/Hate,The-Dream,2007-01-01,262773,62,0.083,0.785,0.479,0.0,0.0937,-4.956,0.044,75.889,4
Cookie Jar,On And On,Jack Johnson,2003-01-01,176773,45,0.334,0.712,0.714,0.195,0.106,-6.099,0.0369,151.393,4
Money To Blow - Street Version,Pricele$$,Birdman,2009-11-23,258586,56,0.00934,0.709,0.579,0.0,0.353,-8.686,0.063,133.028,4
Tonga,Tonga,Joey B,2014-01-22,202346,38,0.13,0.901,0.645,7.64e-06,0.0969,-4.987,0.0589,108.04,4
They Just Dont Know,They Just Dont Know,Gyft,2009-05-07,278700,36,0.0293,0.763,0.755,0.0,0.0817,-7.596,0.114,80.011,4
Asanteni Kwa Kuja,Asanteni Kwa Kuja,MwanaFA,2016-01-22,249835,10,0.0186,0.488,0.608,0.00081,0.325,-8.763,0.27,194.0,4
Catch Tomorrow,Forget The World (Deluxe),Afrojack,2014-01-01,188781,0,0.213,0.51,0.779,0.0,0.123,-5.302,0.0806,127.96,4
As Your Friend,As Your Friend,Afrojack,2013-01-01,240004,0,0.0429,0.655,0.769,0.0,0.292,-4.445,0.0688,128.028,4
As Your Friend,As Your Friend,Afrojack,2013-01-01,240004,0,0.0429,0.655,0.769,0.0,0.292,-4.445,0.0688,128.028,4
Firestone - Live Acoustic Version,Firestone (Live Acoustic Version),Kygo,2015-01-30,226345,56,0.886,0.399,0.331,0.000839,0.103,-10.854,0.0336,104.599,4
Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,225373,78,0.15,0.762,0.661,0.0,0.256,-6.075,0.0687,130.009,4
It Girl,Future History (Deluxe Edition),Jason Derulo,2011-09-16,192200,69,0.0165,0.668,0.718,0.0,0.104,-4.736,0.0605,91.993,4
Replay,Replay,Iyaz,2009-08-18,182306,75,0.173,0.706,0.751,0.0,0.168,-6.323,0.0708,91.031,4
Fire Burning,Tomorrow,Sean Kingston,2009-09-07,239986,72,0.0192,0.839,0.804,0.0,0.331,-2.513,0.0329,122.973,4
In My Head,Jason Derulo,Jason Derulo,2010-02-24,199026,63,0.0266,0.762,0.748,0.0,0.348,-4.15,0.033,110.009,4
Love The Way You Lie,Recovery,Eminem,2010-06-18,263373,0,0.246,0.746,0.922,0.0,0.515,-5.014,0.236,86.961,4
"One, Two Step (feat. Missy Elliott)",Goodies,Ciara,2004-09-27,203786,74,0.042,0.944,0.511,0.00107,0.0379,-10.96,0.161,113.046,4
Yeah!,Confessions,Usher,2004-03-08,250373,0,0.0212,0.881,0.788,0.0,0.0377,-4.669,0.168,104.997,4
Ignition - Remix,Chocolate Factory,R. Kelly,2003,186066,69,0.061,0.795,0.523,0.0,0.0914,-7.165,0.0423,133.024,4
OMG,Raymond v Raymond,Usher,2010-03-29,269493,0,0.198,0.781,0.745,1.14e-05,0.36,-5.81,0.0332,129.998,4
BedRock,We Are Young Money,Young Money,2009-01-01,288133,70,0.102,0.733,0.664,0.0,0.191,-6.163,0.295,148.005,4
Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,222091,78,0.148,0.704,0.558,0.0,0.107,-7.273,0.0542,110.444,4
SexyBack (feat. Timbaland),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,242733,78,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,4
Pony,R&B: From Doo-Wop To Hip-Hop,Various Artists,1999-10-11,251733,31,0.00186,0.749,0.605,0.0381,0.115,-9.359,0.086,142.024,4
With You,Exclusive - The Forever Edition,Chris Brown,2007,252120,0,0.134,0.662,0.693,0.0,0.145,-4.298,0.0698,86.009,4
Whatcha Say,Jason Derulo,Jason Derulo,2010-02-24,221253,67,0.0444,0.615,0.711,0.0,0.145,-5.507,0.0779,144.036,4
Replay,Zendaya,Zendaya,2013-01-01,209186,67,0.0416,0.688,0.723,0.0002,0.302,-6.682,0.121,140.023,4
Closer,Year Of The Gentleman,Ne-Yo,2008-01-01,234360,0,0.0225,0.709,0.745,5.2e-05,0.154,-6.437,0.0738,126.027,4
Work Out,Cole World: The Sideline Story,J. Cole,2011-09-23,234773,0,0.0531,0.831,0.427,0.0,0.316,-6.903,0.106,93.004,4
Keep It Movin' (feat. Big Meech),So Uncool,Keke Palmer,2007-09-17,228733,30,0.00332,0.588,0.671,0.0,0.117,-5.276,0.0298,73.007,4
Unwritten,Unwritten,Natasha Bedingfield,2004-09-06,259333,35,0.00584,0.706,0.8,0.0,0.0822,-6.333,0.0399,100.011,4
Crazy In Love (feat. Jay-Z),Dangerously In Love (Alben für die Ewigkeit),Beyoncé,2003-06-23,235933,21,0.00238,0.664,0.758,0.0,0.0598,-6.583,0.21,99.259,4
Big Girls Don't Cry (Personal),The Dutchess,Fergie,2006-09-13,268120,28,0.205,0.708,0.641,0.0,0.0945,-4.296,0.0335,113.082,4
Bleeding Love,Spirit,Leona Lewis,2007,262466,75,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,4
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],Black Eyed Peas,2009-01-01,289133,0,0.0873,0.743,0.766,0.0,0.509,-6.375,0.0265,127.96,4
Umbrella,Good Girl Gone Bad,Rihanna,2007-03-31,275986,65,0.0101,0.581,0.827,0.0,0.0522,-4.566,0.141,174.013,4
Apologize,Dreaming Out Loud (International Version),OneRepublic,2007-01-01,184826,0,0.0252,0.657,0.588,0.0,0.087,-6.005,0.0272,118.022,4
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2006,213538,38,0.162,0.737,0.502,3.71e-06,0.181,-7.871,0.0355,96.067,4
I'm Like A Bird,"Whoa, Nelly!",Nelly Furtado,2000,243160,1,0.138,0.622,0.608,5.38e-06,0.273,-5.085,0.036,89.661,4
Who Knew,I'm Not Dead,P!nk,2006-03-18,208493,0,0.00462,0.688,0.733,0.0,0.0756,-4.569,0.0274,140.004,4
Toxic,In The Zone,Britney Spears,2003-11-13,198800,81,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,4
Single Ladies (Put a Ring on It),I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,192586,67,0.0383,0.426,0.584,0.0,0.192,-5.293,0.296,193.438,4
Always Be My Baby,Daydream,Mariah Carey,1995-10-03,258133,72,0.457,0.65,0.531,0.0,0.249,-8.335,0.0364,78.946,4
SOS,A Girl Like Me,Rihanna,2006-04-10,238920,0,0.004,0.677,0.671,5.07e-05,0.413,-4.905,0.0361,137.046,4
Take A Bow,Good Girl Gone Bad,Rihanna,2007-03-31,229413,61,0.248,0.708,0.47,0.0,0.0852,-7.59,0.0659,82.007,4
Promiscuous,Loose,Nelly Furtado,2006-01-01,242293,82,0.0569,0.808,0.97,6.13e-05,0.154,-6.098,0.0506,114.328,4
The Sweet Escape,The Sweet Escape (International Version),Gwen Stefani,2006-01-01,246466,0,0.191,0.756,0.77,0.0,0.178,-3.502,0.0343,119.961,4
Use Somebody,Only By The Night,Kings of Leon,2008-09-23,230760,77,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,4
Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,232533,80,0.872,0.656,0.291,0.0,0.114,-10.572,0.0293,103.971,4
Wild Ones (feat. Sia),Wild Ones,Flo Rida,2012-06-22,232946,77,0.0991,0.608,0.86,0.0,0.262,-5.324,0.0554,127.075,4
Tonight Tonight,Whatever,Hot Chelle Rae,2011-11-25,200466,73,0.0764,0.686,0.783,0.0,0.163,-4.977,0.119,99.978,4
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,231173,84,0.0188,0.743,0.752,0.0,0.287,-4.813,0.0414,110.015,4
Fallin',Songs In A Minor,Alicia Keys,2001-06-05,210200,68,0.263,0.652,0.609,0.00101,0.233,-7.519,0.037,95.986,3
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany,T-Pain,2007-06-01,227960,0,0.0111,0.693,0.547,0.0,0.0677,-8.127,0.114,80.028,4
"Bills, Bills, Bills",The Writing's On The Wall,Destiny's Child,1999-07-27,256026,72,0.139,0.845,0.576,0.0,0.0764,-5.15,0.153,127.641,4
Rock Your Body,Justified,Justin Timberlake,2002-11-04,267266,76,0.201,0.892,0.714,0.000234,0.0521,-6.055,0.141,100.972,4
You Don't Know My Name,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,366733,64,0.59,0.264,0.663,0.00443,0.342,-8.264,0.187,167.078,4
Telephone,The Fame Monster (International Deluxe),Lady Gaga,2009-01-01,220626,0,0.00587,0.825,0.832,0.000789,0.114,-5.853,0.0403,122.021,4
End Of The Road,Cooleyhighharmony (Bonus Tracks Version),Boyz II Men,1991-04-30,351466,71,0.0664,0.64,0.427,0.0,0.0579,-9.29,0.0241,149.703,3
Paparazzi,The Fame,Lady Gaga,2008-01-01,208306,73,0.113,0.762,0.692,0.0,0.094,-3.973,0.0438,114.906,4
Iris,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,289533,83,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,3
Feel Good Inc.,Demon Days,Gorillaz,2005-05-23,222640,84,0.00836,0.818,0.705,0.00233,0.613,-6.679,0.177,138.559,4
I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-01,242946,75,0.559,0.703,0.444,0.0,0.0973,-9.331,0.0417,150.96,4
Drink A Beer,Crash My Party,Luke Bryan,2013-01-01,202626,65,0.836,0.483,0.431,5.19e-05,0.199,-7.656,0.0343,78.26,4
Crash My Party,Crash My Party,Luke Bryan,2013-01-01,234760,61,0.0285,0.526,0.816,0.0,0.22,-4.009,0.0421,144.032,4
Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,2011-08-09,225560,15,0.0293,0.645,0.904,0.0,0.0834,-4.532,0.0462,105.97,4
Drunk On You,Tailgates & Tanlines,Luke Bryan,2011-08-09,213546,8,0.178,0.558,0.872,0.0,0.173,-4.401,0.0449,143.971,4
That's My Kind Of Night,Crash My Party,Luke Bryan,2013-01-01,190186,72,0.0571,0.661,0.751,0.0,0.105,-2.909,0.0481,109.995,4
If Heaven Wasn't So Far Away,Outlaws Like Me,Justin Moore,2011-01-01,223280,60,0.0434,0.374,0.657,0.0,0.219,-6.086,0.0325,74.234,4
Cowboys and Angels,Dustin Lynch,Dustin Lynch,2012-08-21,227720,61,0.245,0.355,0.55,3.2e-05,0.0979,-5.772,0.0285,73.842,4
Where It's At,Where It's At,Dustin Lynch,2014-09-09,204186,60,0.0142,0.557,0.737,0.0,0.314,-5.75,0.0476,158.05,4
Little Toy Guns,Greatest Hits: Decade #1,Carrie Underwood,2014-12-09,210760,50,0.00407,0.434,0.868,1.98e-06,0.0919,-1.208,0.0603,161.886,4
Two Black Cadillacs,Blown Away,Carrie Underwood,2012-05-01,297946,57,0.0223,0.555,0.854,3.95e-06,0.0672,-4.468,0.0609,119.991,4
Good Girl,Blown Away,Carrie Underwood,2012-05-01,205560,61,0.0286,0.617,0.839,0.0,0.19,-2.849,0.0655,128.91,4
Blown Away,Blown Away,Carrie Underwood,2012-05-01,240133,63,0.0909,0.531,0.843,0.0,0.0283,-2.569,0.0429,136.991,4
I Drive Your Truck,I Drive Your Truck,Lee Brice,2012-12-14,243653,0,0.115,0.522,0.636,0.00409,0.117,-6.268,0.0339,141.931,4
Drinking class,I Don't Dance,Lee Brice,2014-09-12,207346,0,0.0886,0.663,0.53,0.0,0.154,-9.763,0.0301,109.003,4
I Don't Dance,I Don't Dance (Deluxe Edition),Lee Brice,2014-09-09,221173,67,0.399,0.587,0.559,6.69e-06,0.0992,-7.742,0.0321,92.036,4
Beachin',Days of Gold,Jake Owen,2013-12-02,191040,62,0.344,0.527,0.902,4.63e-05,0.0669,-5.352,0.0601,181.964,4
Barefoot Blue Jean Night,Barefoot Blue Jean Night,Jake Owen,2011-08-26,167426,72,0.202,0.599,0.807,0.0,0.196,-4.679,0.0402,172.017,4
Cop Car,Fuse (Deluxe Edition),Keith Urban,2013-01-01,256746,61,0.193,0.538,0.664,0.0,0.0918,-6.318,0.0392,154.033,4
Somewhere In My Car,Somewhere In My Car,Keith Urban,2014-07-08,195973,58,0.00546,0.588,0.861,1.38e-05,0.0797,-5.531,0.0395,118.008,4
Six Foot Town,Horse of a Different Color,Big & Rich,2004-04-20,227693,31,0.0641,0.645,0.889,5.79e-06,0.262,-0.285,0.0372,109.619,4
Caught up in the Moment,Comin' to Your City,Big & Rich,2005-11-15,222360,27,0.44,0.687,0.938,0.0,0.0736,-1.399,0.0959,99.992,4
8th of November,Comin' to Your City,Big & Rich,2005-11-15,298240,47,0.117,0.259,0.729,0.0,0.438,-2.665,0.0418,169.11,3
Save a Horse (Ride a Cowboy),Horse of a Different Color,Big & Rich,2004-04-20,200306,69,0.108,0.7,0.896,0.0,0.453,-2.276,0.191,102.065,4
Rollin' (The Ballad of Big & Rich),Horse of a Different Color,Big & Rich,2004-04-20,290306,48,0.0867,0.492,0.947,0.0,0.111,-2.321,0.149,188.008,4
Holy Water,Horse of a Different Color,Big & Rich,2004-04-20,256813,41,0.0451,0.536,0.765,6.97e-06,0.344,-1.991,0.0277,94.677,4
Something in the Water,Greatest Hits: Decade #1,Carrie Underwood,2014-12-09,238173,54,0.0243,0.451,0.893,0.0,0.0813,-2.721,0.0627,139.763,4
Cowboy Casanova,Play On,Carrie Underwood,2009,236786,63,0.0328,0.597,0.82,0.0,0.119,-2.529,0.0582,119.969,4
One Way Ticket,Blown Away,Carrie Underwood,2012-05-01,236213,31,0.346,0.606,0.874,0.0,0.0614,-3.066,0.0547,156.01,4
Thank God For Hometowns,Blown Away,Carrie Underwood,2012-05-01,241706,36,0.747,0.522,0.601,6.6e-06,0.138,-3.077,0.0255,99.938,4
Girl In A Country Song,Start Here,Maddie & Tae,2015-06-02,217840,57,0.285,0.59,0.908,0.0,0.36,-3.789,0.084,160.028,4
Dirt,Anything Goes,Florida Georgia Line,2014-10-14,230586,61,0.0638,0.547,0.878,7.08e-06,0.106,-4.224,0.0451,121.973,4
Sippin’ On Fire,Anything Goes,Florida Georgia Line,2014-10-14,193640,58,0.00485,0.476,0.92,1.15e-05,0.355,-3.223,0.0329,142.952,4
Cruise,Here's To The Good Times,Florida Georgia Line,2012-01-01,208960,74,0.0191,0.457,0.948,0.0,0.0536,-3.364,0.0354,148.0,4
This Is How We Roll,Here's To The Good Times...This Is How We Roll,Florida Georgia Line,2013-01-01,220906,71,0.016,0.555,0.931,0.0,0.405,-2.969,0.0367,132.085,4
Sun Daze,Anything Goes,Florida Georgia Line,2014-10-14,184706,65,0.0981,0.476,0.952,2.91e-06,0.438,-3.783,0.041,170.062,4
