0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Leavin',Departure - Recharged,Jesse McCartney,2008,216880,63,0.0283,0.687,0.71,3.71e-06,0.0689,-5.84,0.0522,79.235,4
Me & U,Cassie (U.S. Version),Cassie,2006-08-07,192213,74,0.352,0.803,0.454,0.0,0.0655,-4.802,0.0294,99.99,4
Ice Box,21,Omarion,2006-01-03,256426,41,0.189,0.775,0.731,0.0,0.129,-5.446,0.134,131.103,4
Sk8er Boi,Let Go,Avril Lavigne,2002-08-26,204000,0,6.79e-05,0.487,0.9,0.0,0.358,-4.417,0.0482,149.937,4
Run It! (feat. Juelz Santana),Chris Brown (Expanded Edition),Chris Brown,2005,229866,72,0.0246,0.846,0.482,0.0,0.393,-6.721,0.129,100.969,4
Check On It (feat. Bun B & Slim Thug),B'Day,Beyoncé,2006-08-29,210453,34,0.0708,0.705,0.796,0.0,0.388,-6.845,0.267,166.042,4
"Jumpin', Jumpin'",The Writing's On The Wall,Destiny's Child,1999-07-27,230200,70,0.00543,0.771,0.685,0.00157,0.0537,-4.639,0.0567,88.997,4
Soak Up The Sun,C'Mon C'Mon,Sheryl Crow,2002-04-08,292306,63,0.0398,0.717,0.733,0.0,0.136,-4.985,0.0427,119.996,4
Where Is The Love?,Elephunk (International Version),Black Eyed Peas,2003-01-01,272533,0,0.101,0.835,0.687,0.0,0.132,-3.18,0.184,94.059,4
Stacy's Mom,I've Never Done Anything Like This,Bowling For Soup,2011-04-26,193042,59,0.00349,0.728,0.801,0.000195,0.0907,-3.636,0.0752,119.989,4
Just the Girl,Greetings From Imrie House (U.S. Version),The Click Five,2005-08-08,234146,61,0.00509,0.571,0.89,0.0,0.0769,-1.6,0.0395,110.958,4
Yo (Excuse Me Miss),Chris Brown (Expanded Edition),Chris Brown,2005,229040,71,0.119,0.536,0.612,0.0,0.209,-5.847,0.272,86.768,4
Year 3000,Jonas Brothers,Jonas Brothers,2007,201960,0,0.00357,0.659,0.869,0.0,0.302,-5.858,0.046,106.966,4
Lip Gloss,Lip Gloss,Lil Mama,2007-03-06,219773,65,0.41,0.619,0.87,1.37e-06,0.0571,-4.956,0.501,188.772,4
Everytime We Touch - Radio Edit,Everytime We Touch,Cascada,2006,199120,58,0.004,0.624,0.976,1.18e-05,0.376,-5.355,0.0494,142.008,4
Whatcha Say,Jason Derulo,Jason Derulo,2010-02-24,221253,67,0.0444,0.615,0.711,0.0,0.145,-5.507,0.0779,144.036,4
Miss Independent,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,232000,75,0.522,0.673,0.683,0.0,0.235,-5.693,0.115,171.86,4
Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,202066,76,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,4
The Great Escape,Boys Like Girls,Boys Like Girls,2007-08-31,206520,62,0.00166,0.423,0.94,0.0,0.178,-4.012,0.0635,149.934,4
Replay,Replay,Iyaz,2009-08-18,182306,75,0.173,0.706,0.751,0.0,0.168,-6.323,0.0708,91.031,4
Forever,Exclusive - The Forever Edition,Chris Brown,2007,277106,0,0.0339,0.669,0.822,0.000142,0.231,-4.288,0.043,120.011,4
Your Love Is My Drug,Animal,Kesha,2010,187133,0,0.00663,0.829,0.627,0.0,0.0939,-3.928,0.0759,120.048,4
Closer,Year Of The Gentleman,Ne-Yo,2008-01-01,234360,0,0.0225,0.709,0.745,5.2e-05,0.154,-6.437,0.0738,126.027,4
One Less Lonely Girl,My World,Justin Bieber,2009-01-01,229106,69,0.159,0.58,0.75,0.0,0.274,-4.421,0.194,86.938,4
Paper Planes,Kala,M.I.A.,2007-01-01,203760,36,0.033,0.447,0.848,7.45e-05,0.722,-6.175,0.222,172.247,4
Mr. Brightside,Hot Fuss,The Killers,2004-06-15,222586,46,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,4
All The Small Things,Enema Of The State,blink-182,1999-01-01,168000,0,0.00844,0.442,0.893,0.0,0.529,-4.878,0.0505,148.119,4
Beep,PCD (Revised International Version),The Pussycat Dolls,2005-01-01,229360,0,0.00952,0.938,0.735,0.0,0.0998,-6.382,0.0434,103.7,4
Somebody To Love,My Worlds (International Version),Justin Bieber,2010-01-01,220920,0,0.00241,0.719,0.839,0.0,0.228,-5.235,0.0257,129.97,4
Dirty Little Secret,Move Along,The All-American Rejects,2005-01-01,193653,72,0.000346,0.465,0.954,5.38e-06,0.573,-4.251,0.044,143.85,4
Baby,My Worlds (International Version),Justin Bieber,2010-01-01,213973,0,0.0494,0.73,0.848,0.0,0.133,-5.262,0.101,65.025,4
A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002-04-30,237493,0,0.222,0.559,0.845,0.0,0.164,-3.871,0.0379,94.915,4
Livin on Sunday,Red Road,Cris Cab,2013-04-16,201230,20,0.0501,0.725,0.732,1.8e-06,0.104,-6.594,0.156,93.029,4
See You Again,See You Again,Miley Cyrus,2008-01-01,190453,31,0.0137,0.695,0.903,4.32e-05,0.126,-5.092,0.162,138.985,4
How Do You Sleep? - Radio Edit Remix,Departure - Recharged,Jesse McCartney,2008,208333,55,0.343,0.747,0.878,0.0,0.0872,-3.533,0.0282,106.004,4
This Is Me,Camp Rock Original Soundtrack (German Version),Cast Of Camp Rock,2008-01-01,189186,0,0.00981,0.485,0.823,0.0,0.116,-2.816,0.0362,91.005,4
My Happy Ending,Under My Skin,Avril Lavigne,2004,242413,70,0.00136,0.414,0.936,0.0,0.369,-2.407,0.0758,170.229,4
Check Yes Juliet,We The Kings,We The Kings,2007,220133,52,0.0024,0.35,0.909,0.0,0.163,-4.204,0.0774,166.866,4
The Great Escape,Boys Like Girls,Boys Like Girls,2007-08-31,206520,62,0.00166,0.423,0.94,0.0,0.178,-4.012,0.0635,149.934,4
Eye of the Tiger,Eye Of The Tiger,Survivor,1982,243773,74,0.216,0.815,0.438,0.000466,0.0787,-14.522,0.0346,108.965,4
Libera Me From Hell (Tengen Toppa Gurren Lagann),Versus Hollywood,Daniel Tidwell,2015-07-14,70294,0,3.23e-05,0.343,0.975,0.991,0.0515,-2.502,0.135,119.883,4
Pokémon Theme,Versus Hollywood,Daniel Tidwell,2015-07-14,65306,0,2.31e-05,0.414,0.959,0.933,0.368,-4.299,0.0378,145.911,4
Concerning Hobbits (The Lord of the Rings),Versus Hollywood,Daniel Tidwell,2015-07-14,108532,0,0.0534,0.522,0.205,0.235,0.0985,-7.986,0.0376,103.868,4
The Blood of Cuchulainn (The Boondock Saints),Versus Hollywood,Daniel Tidwell,2015-07-14,214268,0,5.24e-05,0.0849,0.956,0.953,0.397,-4.196,0.0805,185.397,3
He's a Pirate (Pirates of the Caribbean),Versus Hollywood,Daniel Tidwell,2015-07-14,110219,0,0.000748,0.283,0.925,0.933,0.166,-4.7,0.111,99.45,4
Very Bloody Tears (Castlevania II: Simon's Quest),Versus Video Games,Daniel Tidwell,2010-01-19,207520,32,9.65e-06,0.492,0.97,0.891,0.162,-5.677,0.0554,120.005,4
U.N. Owen Was Her? (Remix),"Video Game Remixes, Vol. 1",Kaleptik,2015-01-01,226000,31,0.201,0.493,0.969,0.655,0.247,-3.282,0.0463,170.581,4
I am the Doctor in Utah,Doctor Who: Series 6 (Original Television Soundtrack),Ben Foster,2011,104600,15,0.893,0.536,0.458,0.495,0.106,-9.906,0.0385,170.113,1
The Room Where It Happens,Hamilton (Original Broadway Cast Recording),Lin-Manuel Miranda,2015-09-25,318214,66,0.271,0.638,0.49,0.0,0.664,-9.382,0.426,173.552,4
Right Hand Man,Hamilton (Original Broadway Cast Recording),Lin-Manuel Miranda,2015-09-25,321696,65,0.177,0.68,0.413,0.0,0.205,-9.41,0.492,158.576,4
Alexander Hamilton,Hamilton (Original Broadway Cast Recording),Lin-Manuel Miranda,2015-09-25,236737,70,0.522,0.609,0.435,0.0,0.118,-7.861,0.285,131.995,4
My Shot,Hamilton (Original Broadway Cast Recording),Lin-Manuel Miranda,2015-09-25,333154,68,0.15,0.698,0.649,0.0,0.0903,-6.764,0.415,180.466,4
Stairway to Heaven - Remaster,Led Zeppelin IV (Deluxe Edition),Led Zeppelin,1971-11-08,482830,79,0.58,0.338,0.34,0.0032,0.116,-12.049,0.0339,82.433,4
Shine,"Hints, Allegations & Things Left Unsaid",Collective Soul,1994-03-29,306040,0,0.294,0.54,0.423,0.0884,0.152,-8.799,0.0283,150.135,4
Ghost Love Score,Once,Nightwish,2004-06-07,602080,0,0.0107,0.444,0.793,0.000769,0.184,-5.326,0.0377,101.012,3
Crazy,Best 1991 - 2004,Seal,2004,356520,65,0.208,0.633,0.858,0.0112,0.0655,-7.42,0.0473,102.561,4
Sympathy For The Devil,Beggars Banquet,The Rolling Stones,1968-12-06,377746,9,0.565,0.566,0.673,1.13e-06,0.0438,-10.814,0.306,114.385,4
Gimme Shelter,Let It Bleed,The Rolling Stones,1969-12-05,270773,9,0.463,0.63,0.616,0.0408,0.173,-8.128,0.0309,118.65,4
Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,1973-01-01,547106,77,0.0738,0.249,0.834,9.48e-05,0.0924,-8.21,0.0577,118.223,4
Peace of Mind,Boston,Boston,1976,303586,68,0.00101,0.419,0.677,9.99e-05,0.211,-6.183,0.0343,127.678,4
Foreplay / Long Time,Boston,Boston,1976,467640,64,0.00983,0.435,0.657,0.00748,0.0923,-8.868,0.0545,118.704,4
Hold the Line,Toto,TOTO,1978-10-10,235546,79,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,4
Carry on Wayward Son,Leftoverture (Expanded Edition),Kansas,1976,323000,76,0.00321,0.482,0.786,8.88e-05,0.446,-5.735,0.032,126.755,4
Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,4,0.271,0.414,0.404,0.0,0.3,-9.928,0.0499,71.105,4
Sweet Home Alabama,Second Helping,Lynyrd Skynyrd,1974-04-15,281147,0,0.181,0.597,0.605,0.000331,0.118,-12.013,0.0255,97.782,4
More Than a Feeling,Boston,Boston,1976,285133,79,0.00088,0.377,0.681,0.0023,0.0504,-8.039,0.0298,108.789,4
Kashmir - 1990 Remaster,Physical Graffiti (1994 Remaster),Led Zeppelin,1975-02-24,508200,1,0.488,0.48,0.536,4.22e-05,0.155,-11.166,0.0427,80.617,3
The Majestic Tale (Of A Madman In A Box),Doctor Who: Series 6 (Original Television Soundtrack),Ben Foster,2011,241160,22,0.0885,0.363,0.554,0.973,0.261,-10.784,0.0317,72.429,1
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1987-07-21,354520,84,0.0866,0.454,0.91,0.0996,0.116,-7.766,0.0448,125.116,4
Fortunate Son,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,1969-11-02,140773,81,0.201,0.64,0.663,0.00806,0.152,-7.516,0.0374,132.77,4
Rock You Like A Hurricane,Love At First Sting,Scorpions,1984-05-04,252493,0,0.00853,0.482,0.601,0.000187,0.249,-12.846,0.0486,125.619,4
Tom Sawyer,Moving Pictures (2011 Remaster),Rush,1981-02-12,276880,73,0.00145,0.536,0.901,0.0186,0.06,-7.211,0.0374,87.559,4
Red Barchetta,Moving Pictures (2011 Remaster),Rush,1981-02-12,370426,58,0.0174,0.528,0.921,0.000186,0.0472,-7.64,0.0524,144.368,4
YYZ,Moving Pictures (2011 Remaster),Rush,1981-02-12,265840,56,0.00205,0.51,0.919,0.809,0.068,-8.244,0.0593,141.053,4
Limelight,Moving Pictures (2011 Remaster),Rush,1981-02-12,259839,66,0.00197,0.581,0.854,0.0013,0.111,-8.485,0.0428,131.18,4
The Camera Eye,Moving Pictures (2011 Remaster),Rush,1981-02-12,658986,45,0.00774,0.293,0.787,0.496,0.392,-8.841,0.0438,165.307,4
Witch Hunt,Moving Pictures (2011 Remaster),Rush,1981-02-12,285533,42,0.245,0.528,0.557,0.0156,0.0958,-10.342,0.0315,121.732,4
Vital Signs,Moving Pictures (2011 Remaster),Rush,1981-02-12,286226,49,0.0251,0.603,0.851,1.71e-05,0.318,-8.574,0.0584,143.218,4
Like You,On and On,Hoody,2016-12-16,212715,36,0.261,0.622,0.537,0.0,0.0781,-4.435,0.0335,60.018,4
GOOD,GOOD,Loco,2016-06-15,180006,35,0.285,0.818,0.599,0.0,0.0845,-2.976,0.04,96.959,4
Inferiority Complex,Inferiority Complex,Park Kyung,2016-05-25,204376,45,0.309,0.761,0.796,0.0,0.136,-4.277,0.298,102.249,4
Ordinary Love,Ordinary Love,Park Kyung,2015-09-21,232866,51,0.219,0.739,0.706,0.0,0.132,-6.534,0.152,144.111,4
Spring Day,You Never Walk Alone,BTS,2017-02-13,274097,2,0.0063,0.539,0.846,1.68e-06,0.13,-3.192,0.0354,106.992,4
Ah-Choo,Lovelyz8,Lovelyz,2015-10-01,218474,0,0.315,0.729,0.898,0.0,0.107,-1.029,0.0391,126.977,4
BREATHE,SEOULITE,LeeHi,2016-03-09,288992,0,0.784,0.609,0.246,0.0,0.0825,-8.449,0.0376,123.773,4
FXXK WIT US,SEOULITE,LeeHi,2016-03-09,217861,0,0.0258,0.763,0.658,0.0,0.0915,-5.643,0.147,80.038,4
I Will Show You,U&I (Special Edition),AILEE,2014-03-19,234106,0,0.244,0.604,0.875,0.0,0.114,-1.995,0.0539,129.925,4
Take Me,Take Me,Miso,2016-12-08,257647,55,0.504,0.756,0.426,0.0394,0.0884,-8.75,0.0745,135.96,4
꺼내 먹어요 (Eat),꺼내 먹어요 (Eat) - Single,Zion.T,2015-05-19,161624,0,0.544,0.628,0.284,5.01e-06,0.121,-11.629,0.102,91.131,4
No Make Up,No Make Up - Single,Zion.T,2015-10-12,189154,0,0.411,0.758,0.402,0.0,0.217,-5.066,0.0459,92.109,4
Oh NaNa (Hidden. HUR YOUNG JI),"K.A.R.D Project Vol.1 ""Oh NaNa""",KARD,2016-12-13,206772,54,0.0615,0.756,0.922,0.000462,0.0723,-2.683,0.0539,100.005,4
Don't Recall,"K.A.R.D Project Vol.2 ""Don't Recall""",KARD,2017-02-16,208666,54,0.0222,0.694,0.748,0.0,0.155,-2.93,0.167,92.918,4
양화대교 (Yanghwa Brdg),양화대교 (Yanghwa Brdg) - Single,Zion.T,2014-09-29,229349,0,0.726,0.538,0.436,0.0,0.151,-8.73,0.0504,87.111,4
Some (feat. Lil Boi),Some,SOYOU,2014-02-07,211374,62,0.446,0.738,0.676,0.0,0.253,-3.025,0.0507,95.04,4
Me Like Yuh,Everything You Wanted,Jay Park,2016-10-20,223641,0,0.223,0.715,0.831,3.84e-06,0.132,-6.161,0.0729,100.006,4
사실은 The Truth Is,Everything You Wanted,Jay Park,2016-10-20,236919,0,0.158,0.536,0.707,0.0,0.211,-7.086,0.1,77.074,4
Solo (feat. Hoody),Everything You Wanted,Jay Park,2016-10-20,219488,0,0.12,0.662,0.716,0.0,0.396,-4.942,0.118,102.1,4
Boys and Girls (feat. Babylon),Boys And Girls,ZICO,2015-11-03,200169,0,0.043,0.817,0.747,0.0,0.0601,-3.047,0.0625,103.026,4
I Will Go To You Like the First Snow,"Guardian (Original Television Soundtrack), Pt. 9",AILEE,2017-01-07,229678,65,0.66,0.497,0.431,0.0,0.153,-4.755,0.0287,133.675,4
Rose,First Love,LeeHi,2013-11-05,222287,0,0.0446,0.756,0.675,0.0,0.56,-6.619,0.0375,124.975,4
Aquaman,Everything You Wanted,Jay Park,2016-10-20,252367,0,0.0856,0.699,0.87,0.0,0.0507,-5.216,0.232,96.945,4
Just One Day,Skool Luv Affair,BTS,2014-02-12,239469,1,0.175,0.504,0.712,0.0,0.377,-4.705,0.379,189.577,4
WHISTLE - KR Ver.,SQUARE ONE,BLACKPINK,2017-07-20,212600,50,0.00579,0.827,0.722,0.0,0.0935,-4.804,0.0945,102.972,4
The Manual,The Manual,Eddy Kim,2014-04-11,181570,32,0.784,0.773,0.237,0.0,0.101,-9.745,0.0604,94.185,4
Heartstrings,Heartstrings OST Part.1,Various Artists,2011-06-29,191007,47,0.0699,0.574,0.909,0.0,0.0544,-3.067,0.0861,146.723,4
See My Eyes (Heartstring OST),Korea OST Top Hits 2014,Various Artists,2014-11-27,191634,0,0.0314,0.609,0.809,0.0,0.0504,-9.869,0.0491,146.768,4
Can't Stop,Can't Stop,CNBLUE,2014-02-24,237864,48,0.621,0.596,0.882,0.0,0.0682,-2.258,0.0697,130.027,4
YOU'RE SO FINE,BLUEMING,CNBLUE,2016-04-04,232858,37,0.0936,0.737,0.818,0.0,0.0577,-2.892,0.0492,116.93,4
Drive (feat. Gray),Everything You Wanted,Jay Park,2016-10-20,212334,0,0.188,0.651,0.749,0.0,0.0723,-3.707,0.0412,150.019,4
Mr. Chu,Pink LUV + Blossom,Apink,2015-10-02,214750,0,0.359,0.769,0.837,0.0,0.238,-3.499,0.0631,120.005,4
NoNoNo,APINK BEAST ALBUM,Apink,2013-01-01,222106,0,0.0967,0.738,0.909,0.0,0.0765,-2.657,0.0321,106.031,4
Dream,Dream,Suzy,2016-01-07,222415,64,0.422,0.718,0.476,0.0,0.0876,-9.205,0.139,48.973,4
두근거려 (Beautiful),우리 옆집에 EXO가 산다 (EXO NEXT DOOR) OST,Various Artists,2015-04-22,224240,0,0.505,0.547,0.642,9.88e-06,0.18,-4.411,0.0348,78.907,4
Ring My Bell,Uncontrollably Fond OST Part.1,Suzy,2016-07-01,205683,49,0.753,0.531,0.478,0.0,0.103,-6.853,0.0528,143.81,4
It's Definitely You,"HWARANG, Pt. 2 (Music from the Original TV Series)",V,2016-12-20,230693,69,0.241,0.737,0.731,0.0,0.087,-3.193,0.0706,94.999,4
LAST DANCE,MADE,BIGBANG,2016-12-13,279719,0,0.467,0.621,0.673,0.0,0.323,-3.194,0.0606,143.889,4
FXXK IT,MADE,BIGBANG,2016-12-13,231810,0,0.152,0.72,0.746,0.0,0.276,-3.143,0.107,90.026,4
Your Eyes,On and On,Hoody,2016-12-16,204541,45,0.37,0.397,0.686,1.73e-06,0.115,-4.425,0.0311,80.038,4
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,213264,1,0.0688,0.786,0.853,0.0,0.0759,-2.687,0.0816,125.034,4
"Untitled, 2014 - KR Ver.",KWON JI YONG (KR EDITION),G-DRAGON,2017-06-09,222867,36,0.787,0.389,0.467,1.39e-05,0.129,-5.126,0.0347,77.943,4
OUTRO: Divina Commedia - KR Ver.,KWON JI YONG (KR EDITION),G-DRAGON,2017-06-09,224399,12,0.656,0.69,0.6,0.0,0.631,-4.336,0.137,131.821,4
"EYES, NOSE, LIPS - KR Ver.",RISE,TAEYANG,2014-05-28,229989,40,0.727,0.632,0.519,0.0,0.265,-5.735,0.0384,143.837,4
Wedding Dress,Solar,TAEYANG,2014-02-25,242746,0,0.122,0.728,0.669,0.0,0.129,-4.73,0.0346,133.961,4
200%,Play,AKMU,2014-04-15,193321,0,0.379,0.853,0.638,0.0,0.27,-4.911,0.0536,102.06,4
STAY - KR Ver.,SQUARE TWO,BLACKPINK,2017-07-20,231306,48,0.542,0.629,0.421,3.56e-06,0.117,-6.746,0.0364,87.939,4
21st Century Girl,Wings,BTS,2016-10-10,192596,0,0.00423,0.716,0.906,0.0,0.0547,-3.539,0.0717,101.028,4
The Eve,THE WAR - The 4th Album,EXO,2017-07-18,176026,66,0.0223,0.636,0.702,0.0,0.293,-5.352,0.0334,135.104,4
Hola Hola,KARD 1st Mini Album 'Hola Hola',KARD,2017-07-19,202962,55,0.0135,0.843,0.807,6.44e-05,0.227,-3.794,0.0632,104.962,4
Roll Deep,A+,HyunA,2015-08-21,202536,2,0.00474,0.851,0.842,0.000768,0.314,-3.17,0.214,102.566,4
DINOSAUR,SUMMER EPISODE,AKMU,2017-07-20,240571,0,0.303,0.767,0.755,3.62e-05,0.105,-3.938,0.03,120.978,4
Ko Ko Bop,THE WAR - The 4th Album,EXO,2017-07-18,190422,65,0.0319,0.749,0.85,4.81e-05,0.0678,-4.346,0.0468,145.983,4
That Girl,JUNG YONG HWA 1ST MINI ALBUM DO DISTURB,Jung Yong Hwa,2017-07-19,208284,33,0.0943,0.814,0.683,0.0,0.0678,-2.596,0.195,140.051,4
Yacht (K) [feat. Sik-K],Yacht (K) [feat. Sik-K],Jay Park,2017-07-17,246284,0,0.451,0.726,0.772,0.0,0.195,-4.373,0.113,80.017,4
Hold Me Tight,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,274991,0,0.0511,0.631,0.728,0.0,0.171,-5.111,0.284,139.977,4
Cliché,Cliché,Jenyer,2017-03-29,267583,0,0.327,0.593,0.431,0.0,0.21,-7.846,0.415,169.781,4
What U do?,THE WAR - The 4th Album,EXO,2017-07-18,221349,45,0.00773,0.526,0.828,0.0,0.296,-3.82,0.143,110.182,4
Anck Su Namum,Anck Su Namum,YEZI,2017-05-24,195422,33,0.0497,0.72,0.918,1.68e-06,0.144,-2.602,0.0991,139.998,4
CALL YOU BAE,CALL YOU BAE,JIMIN,2016-03-03,216998,38,0.0516,0.533,0.823,0.0,0.473,-4.109,0.252,89.711,4
Intro: Serendipity,Love Yourself 承 'Her',BTS,2017-09-18,139971,0,0.523,0.476,0.581,0.0,0.201,-8.795,0.12,129.568,4
DNA,Love Yourself 承 'Her',BTS,2017-09-18,223122,2,0.022,0.598,0.775,0.0,0.0677,-4.035,0.0545,129.819,4
dimple,Love Yourself 承 'Her',BTS,2017-09-18,196776,1,0.142,0.612,0.844,0.0,0.287,-4.694,0.0756,134.868,4
MIC Drop,Love Yourself 承 'Her',BTS,2017-09-18,238193,0,0.00912,0.667,0.889,0.0,0.0816,-4.851,0.0918,169.959,4
Danse macabre,French Festival,Slovak Radio Symphony Orchestra,1988-11-25,428560,48,0.908,0.438,0.178,0.752,0.0688,-20.392,0.0445,114.515,4
"Piano concerto No. 2 in G Minor, Op. 22: II. Allegro scherzando","Grieg, Saint-Saëns: Piano Concertos",The Norwegian Radio Orchestra,2015-08-14,352160,12,0.988,0.33,0.0682,0.916,0.0893,-29.917,0.0378,91.942,4
Dræm Girl,Summer Break Mixtape,No Vacation,2015-07-15,234606,61,0.00164,0.192,0.952,0.716,0.307,-5.888,0.258,172.752,4
Sad Valentine,Summer Break Mixtape,No Vacation,2015-07-15,220317,43,0.0226,0.296,0.913,0.255,0.0583,-6.144,0.068,171.314,4
You Say I'm in Love,You Say I'm in Love,Banes World,2017-01-26,176760,63,0.438,0.625,0.285,0.00279,0.192,-16.686,0.0537,140.02,4
Drowsy,Drowsy,Banes World,2016-06-04,164027,0,0.957,0.594,0.185,0.00287,0.118,-16.243,0.0319,127.085,3
Serving Goffman,Ugly Cherries,PWR BTTM,2015-09-18,139482,20,0.353,0.496,0.84,0.0,0.319,-5.718,0.205,140.39,4
Sea Song,Songs From The Big Chair (Deluxe),Tears For Fears,1985-02-25,233028,0,0.905,0.311,0.105,0.000251,0.164,-19.444,0.0336,129.491,4
Fortune Only,Only No One,Natureboy,2016-08-23,260175,8,0.774,0.361,0.392,0.145,0.107,-11.679,0.0312,130.662,3
Looking out for You,Looking out for You,Joy Again,2015-11-06,179499,0,0.0891,0.682,0.9,0.063,0.0685,-5.028,0.0873,100.721,4
Necromancer,Joy Again - EP,Joy Again,2017-01-17,153573,0,0.979,0.593,0.154,2.48e-05,0.116,-12.668,0.0471,118.151,4
Mistakes,Joy Again - EP,Joy Again,2017-01-17,118975,0,0.00344,0.702,0.361,0.838,0.29,-9.078,0.0303,106.137,4
Strangest Eyes,Virgo's Maze,Part Time,2015-06-16,233063,0,0.135,0.748,0.625,0.887,0.105,-11.09,0.0306,125.563,4
It's Elizabeth,Virgo's Maze,Part Time,2015-06-16,282048,0,0.00471,0.516,0.626,0.639,0.318,-7.594,0.0326,123.055,4
Pussy of my Dreams,Virgo's Maze,Part Time,2015-06-16,180816,0,0.0024,0.683,0.592,0.00436,0.318,-11.749,0.0786,124.973,4
19,What Would You Say?,Part Time,2011-07-17,207266,0,1.84e-05,0.609,0.536,0.876,0.384,-9.091,0.0317,123.699,4
Neptune Estate,6 Feet Beneath The Moon,King Krule,2013-08-24,312973,0,0.728,0.653,0.657,0.000264,0.276,-7.096,0.232,79.968,4
Somebody's Talking,Blue Planet Eyes,The Preatures,2014-01-01,207565,46,0.00434,0.498,0.657,0.000384,0.11,-6.66,0.043,176.039,4
Bent (Roi's Song),Is the Is Are,DIIV,2016-02-05,340366,0,0.00342,0.558,0.855,0.934,0.175,-5.243,0.0343,130.01,4
Just Get High,Die Alone,Gazebos,2016-02-19,288920,0,0.00112,0.337,0.701,0.0,0.201,-6.974,0.0306,143.066,4
I Love Seattle,Lost Time,Tacocat,2016-04-01,156162,0,0.000173,0.269,0.941,1.13e-06,0.161,-4.604,0.0578,88.85,4
Dark as Days,Army Navy,Army Navy,2008-10-14,221853,0,0.00093,0.38,0.923,6.98e-05,0.256,-4.04,0.067,143.057,4
End It Now!,Arrows (Deluxe),The Lonely Forest,2011-03-22,261146,6,1.79e-05,0.265,0.947,0.000323,0.208,-6.674,0.103,170.175,4
When Did Your Heart Go Missing?,Calling The World,Rooney,2007-01-01,213333,50,0.00176,0.598,0.93,0.0,0.0353,-4.014,0.0466,175.795,4
Signs,Intimacy,Bloc Party,2008-01-01,277533,0,0.0184,0.613,0.639,0.431,0.0948,-9.681,0.0288,117.97,4
Under A Rock,Ivy Tripp,Waxahatchee,2015-04-06,128186,0,0.000505,0.326,0.84,0.0,0.292,-4.319,0.0592,120.361,4
Two Weeks,Veckatimest,Grizzly Bear,2009-05-24,243160,71,0.289,0.537,0.712,0.00568,0.08,-5.597,0.0286,159.871,4
Yet Again,Shields,Grizzly Bear,2012-09-17,318423,52,0.00345,0.472,0.875,0.00576,0.128,-5.024,0.0446,136.064,4
