0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,213264,1,0.0688,0.786,0.853,0.0,0.0759,-2.687,0.0816,125.034,4
Run,The Most Beautiful Moment In Life Pt.2,BTS,2016-01-20,236748,0,0.00166,0.559,0.868,0.0,0.0997,-2.97,0.0531,132.901,4
VERY NICE,Love&Letter repackage album,SEVENTEEN,2016-07-04,192092,72,0.0526,0.746,0.898,0.0,0.0858,-2.818,0.0725,121.967,4
Intro: Skool Luv Affair,Skool Luv Affair,BTS,2014-02-12,178282,0,0.0601,0.587,0.821,0.0,0.0599,-2.701,0.428,93.841,4
Boy in Luv,Skool Luv Affair,BTS,2014-02-12,230778,0,0.00262,0.491,0.947,0.0,0.34,-2.252,0.306,166.247,4
War of Hormone,Dark & Wild,BTS,2014-08-20,265602,0,0.116,0.612,0.993,0.0,0.307,-1.895,0.24,98.004,4
WHISTLE - KR Ver.,SQUARE ONE,BLACKPINK,2017-07-20,212600,50,0.00579,0.827,0.722,0.0,0.0935,-4.804,0.0945,102.972,4
so far away,Agust D,Agust D,2016-08-14,358361,0,0.00934,0.504,0.822,0.0,0.364,-4.873,0.105,93.924,4
The Last,Agust D,Agust D,2016-08-14,245826,0,0.00201,0.76,0.827,0.00248,0.0904,-3.036,0.141,120.031,4
Look Here,Dark & Wild,BTS,2014-08-20,218887,0,0.0418,0.863,0.854,0.00152,0.0551,-4.564,0.0893,119.996,4
Come Back Home,Come Back Home,BTS,2017-07-04,244587,59,0.00154,0.647,0.881,1.12e-06,0.113,-4.42,0.0765,100.001,4
BTS Cypher 4,Wings,BTS,2016-10-10,294463,0,0.00533,0.817,0.797,7.77e-06,0.0551,-4.395,0.084,119.977,4
Lie,Wings,BTS,2016-10-10,215752,1,0.00331,0.542,0.777,0.0,0.178,-5.582,0.033,94.069,3
Begin,Wings,BTS,2016-10-10,229740,0,0.00361,0.566,0.844,0.000257,0.141,-5.222,0.0444,131.049,4
Super Fly,Super Fly,24K,2015-10-01,191191,38,0.0508,0.65,0.958,0.0,0.371,-2.176,0.136,96.559,4
ONLY YOU,ADDICTION,24K,2017-05-27,184736,27,0.182,0.66,0.877,0.0,0.0779,-1.852,0.0525,95.034,4
BINGO,THE REAL ONE,24K,2016-10-22,213428,30,0.206,0.585,0.945,0.0,0.378,-1.41,0.108,140.063,4
Still 24K,THE REAL ONE,24K,2016-10-22,214883,29,0.0151,0.623,0.914,0.0,0.258,-1.364,0.161,128.958,4
Hey You,Super Fly,24K,2015-10-01,185327,23,0.0223,0.857,0.926,0.000125,0.284,-4.399,0.24,103.018,4
Awake,Wings,BTS,2016-10-10,226160,0,0.023,0.357,0.498,1.99e-06,0.269,-6.589,0.0332,142.816,4
Stigma,Wings,BTS,2016-10-10,216063,0,0.148,0.583,0.475,0.0,0.139,-5.556,0.0846,136.034,4
Danger,Dark & Wild,BTS,2014-08-20,245140,1,0.000907,0.738,0.868,0.000215,0.275,-3.363,0.0703,111.992,4
MAMA,Wings,BTS,2016-10-10,212275,0,0.000226,0.544,0.739,2.14e-05,0.0816,-4.818,0.232,185.81,4
Reflection,Wings,BTS,2016-10-10,233917,0,0.0135,0.56,0.607,1.63e-06,0.2,-7.991,0.076,73.995,4
First Love,Wings,BTS,2016-10-10,189795,0,0.362,0.517,0.741,0.0,0.164,-5.997,0.323,86.526,4
BOOMBAYAH,BLACKPINK,BLACKPINK,2017-08-29,241640,0,0.0263,0.75,0.869,2.66e-06,0.221,-2.236,0.0542,124.951,4
Like OOH-AHH - Japanese ver.,#TWICE,TWICE,2017-06-28,215079,44,0.341,0.687,0.837,0.0,0.226,-2.153,0.0566,142.029,4
CHEER UP - Japanese ver.,#TWICE,TWICE,2017-06-28,208862,45,0.175,0.538,0.878,0.0,0.067,-1.291,0.083,172.888,4
TT - Japanese ver.,#TWICE,TWICE,2017-06-28,212989,53,0.0807,0.699,0.856,8.72e-06,0.44,-3.326,0.0608,129.96,4
KNOCK KNOCK - Japanese ver.,#TWICE,TWICE,2017-06-28,197974,42,0.0984,0.697,0.957,2.92e-06,0.0524,-2.603,0.204,130.03,4
SIGNAL - Japanese ver.,SIGNAL (Japanese ver.),TWICE,2017-06-14,197929,38,0.271,0.611,0.724,0.0,0.107,-3.303,0.39,207.581,4
Whatta Man (Good man),Whatta Man,I.O.I,2016-08-09,193604,0,0.0063,0.559,0.936,3.85e-05,0.457,-2.254,0.0931,150.065,4
Ice Cream Cake,Ice Cream Cake,Red Velvet,2015-03-17,191440,0,0.0318,0.58,0.935,0.0,0.0977,-3.348,0.189,172.023,4
Never Ever,Colourful Kpop,Various Artists,2017-04-11,183902,0,0.24,0.772,0.849,0.0,0.172,-2.961,0.105,101.015,4
Intro: Serendipity,Love Yourself 承 'Her',BTS,2017-09-18,139971,0,0.523,0.476,0.581,0.0,0.201,-8.795,0.12,129.568,4
DNA,Love Yourself 承 'Her',BTS,2017-09-18,223122,2,0.022,0.598,0.775,0.0,0.0677,-4.035,0.0545,129.819,4
Best Of Me,Love Yourself 承 'Her',BTS,2017-09-18,227191,0,0.0298,0.651,0.756,0.0,0.396,-4.388,0.0762,121.96,4
dimple,Love Yourself 承 'Her',BTS,2017-09-18,196776,0,0.142,0.612,0.844,0.0,0.287,-4.694,0.0756,134.868,4
Pied Piper,Love Yourself 承 'Her',BTS,2017-09-18,245620,3,0.2,0.583,0.712,0.0,0.268,-4.942,0.0326,94.051,4
MIC Drop,Love Yourself 承 'Her',BTS,2017-09-18,238193,0,0.00912,0.667,0.889,0.0,0.0816,-4.851,0.0918,169.959,4
Go Go,Love Yourself 承 'Her',BTS,2017-09-18,235779,1,0.171,0.856,0.617,0.0,0.0857,-5.308,0.0841,136.082,4
Outro: Her,Love Yourself 承 'Her',BTS,2017-09-18,228612,0,0.317,0.481,0.927,0.0,0.0583,-5.704,0.27,88.931,4
Easy Lover,Chinese Wall,Philip Bailey,1985-03-20,304506,68,0.0674,0.749,0.699,0.00192,0.0763,-13.108,0.0371,128.904,4
Rosanna,Toto IV,TOTO,1982-04-08,331200,72,0.0208,0.365,0.513,0.000147,0.205,-13.034,0.0357,80.647,4
You're a Friend of Mine,Rescue / Hero,Clarence Clemons,1999-07-11,290160,38,0.036,0.593,0.918,4.26e-06,0.194,-4.883,0.0361,92.835,4
All Cried Out (with Full Force),Super Hits,Lisa Lisa & Cult Jam,1985,284333,31,0.127,0.46,0.498,0.0295,0.186,-8.835,0.0277,144.149,4
Keep on Loving You,Hi Infidelity (30th Anniversary Edition),REO Speedwagon,1980,200293,72,0.0519,0.306,0.722,0.0,0.117,-5.963,0.034,174.732,4
Total Eclipse of The Heart,The Very Best Of,Bonnie Tyler,1993-01-01,267786,0,0.213,0.435,0.712,0.0,0.314,-6.173,0.0668,131.251,4
Sexual Healing,Midnight Love,Marvin Gaye,1982-10-01,238600,71,0.119,0.805,0.602,0.000122,0.0581,-9.7,0.0579,94.382,4
Wake Me Up Before You Go-Go,Make It Big,Wham!,1984-10-23,231333,79,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,81.548,4
Let's Hear It for the Boy,Let's Hear It For The Boy,Deniece Williams,1984,260493,0,0.0778,0.81,0.386,0.00112,0.0404,-14.932,0.0595,122.585,4
Talking In Your Sleep,In Heat,The Romantics,1983-02-14,235093,65,0.0289,0.72,0.967,0.000345,0.142,-4.434,0.0343,129.766,4
Wishing Well,Introducing The Hardline According To Terence Trent D'Arby (Alben für die Ewigkeit),Sananda Maitreya,1987-09-13,210466,27,0.0965,0.855,0.461,0.0,0.201,-13.096,0.0564,104.963,4
Voices Carry - Single Mix,Coming Up Close: A Retrospective,'Til Tuesday,1985,261266,27,0.00339,0.611,0.645,4.45e-06,0.0793,-7.394,0.0264,106.639,4
Take Me Home Tonight,Can't Hold Back,Eddie Money,1986-10-15,211160,70,0.101,0.608,0.768,1.41e-06,0.0942,-9.911,0.0364,132.699,4
Girls Just Want to Have Fun,She's So Unusual,Cyndi Lauper,1983-10-14,238266,79,0.22,0.71,0.799,0.000602,0.349,-4.897,0.0328,120.372,4
Shake You Down,Shake You Down (Expanded Edition),Gregory Abbott,1986-02-01,245413,58,0.523,0.787,0.474,0.0,0.235,-10.384,0.0265,94.995,4
Carrie,The Final Countdown (Expanded Edition),Europe,1986,272133,70,0.114,0.455,0.487,2.43e-06,0.358,-7.112,0.0264,136.482,4
Can't We Try,The Best Popballads,Various Artists,2000-04-17,234426,14,0.454,0.566,0.34,0.0,0.0669,-12.153,0.0325,120.092,4
Stop to Love,Give Me The Reason,Luther Vandross,1986-09-19,310266,39,0.035,0.729,0.534,0.00101,0.054,-11.564,0.0372,143.604,4
Time and Tide,Clear Horizon - The Best Of Basia,Basia,1987,243360,28,0.288,0.705,0.506,6.06e-05,0.0905,-6.58,0.0328,96.058,4
The Flame - Single Version,"The Epic Archive, Vol. 3 (1984-1992)",Cheap Trick,2015-11-27,281693,51,0.574,0.631,0.62,6.27e-06,0.11,-8.847,0.0267,96.82,4
When I See You Smile,Bad English,Bad English,1989-06-15,257440,65,0.42,0.495,0.609,0.0,0.187,-9.902,0.0339,135.671,4
I'll Be Loving You (Forever),Hangin' Tough,New Kids On The Block,1988-09-02,263933,60,0.285,0.597,0.282,0.0,0.105,-17.23,0.0256,134.797,4
Eternal Flame,Everything,The Bangles,1988-07-17,235666,63,0.635,0.521,0.233,0.0,0.245,-13.683,0.0254,78.93,3
Heaven,Dirty Rotten Filthy Stinking Rich,Warrant,1989,237306,0,0.0824,0.459,0.621,0.0,0.134,-6.522,0.0271,145.597,4
How Am I Supposed to Live Without You,Soul Provider,Michael Bolton,1989-06-27,255666,68,0.191,0.541,0.44,0.0,0.114,-12.206,0.031,140.273,4
Shining Star,Love Songs,The Manhattans,2000-01-11,279160,28,0.0736,0.626,0.366,0.0,0.0688,-10.684,0.0333,74.528,4
How 'Bout Us,How 'Bout Us (Expanded Edition),Champaign,1981,273226,46,0.514,0.53,0.519,2.2e-05,0.0751,-11.626,0.0469,73.286,4
Break My Stride,I Don't Speak The Language,Matthew Wilder,1983-03-19,184480,73,0.195,0.917,0.588,0.0,0.0914,-11.047,0.0607,110.077,4
Shower Me With Your Love,2nd Wave (Expanded Edition),Surface,1988,294960,52,0.523,0.632,0.356,5.76e-06,0.0961,-10.811,0.0309,131.28,4
Hearts On Fire,One More Song,Randy Meisner,1980-11-01,168733,22,0.0872,0.668,0.477,9.42e-05,0.0961,-13.992,0.0298,131.041,4
Key Largo,The Very Best of,Bertie Higgins,2010,198240,32,0.71,0.556,0.522,0.0,0.126,-9.016,0.0358,101.737,4
This Could Be the Night,Lovin' Every Minute Of It,Loverboy,1985,298440,38,0.319,0.545,0.363,0.0,0.105,-15.084,0.0255,84.578,4
Leader of the Band,Love Songs,Dan Fogelberg,1979,256399,63,0.872,0.628,0.159,0.0,0.111,-14.363,0.0333,135.003,4
Your Love,Play Deep,The Outfield,1985-06-29,216466,75,0.121,0.579,0.654,3.62e-06,0.0673,-12.421,0.0553,129.537,4
Every Time You Go Away - Radio Edit,From Time To Time - The Singles Collection,Paul Young,1991-09-07,267000,70,0.187,0.572,0.721,7.41e-06,0.216,-8.959,0.0402,164.252,4
"Footloose - From ""Footloose"" Soundtrack",The Essential Kenny Loggins,Kenny Loggins,2002,226293,67,0.159,0.564,0.911,4.36e-05,0.118,-5.39,0.0536,173.938,4
Who Can It Be Now?,Super Hits,Men At Work,2000,200293,54,0.0184,0.81,0.716,1.96e-05,0.301,-7.392,0.0402,128.528,4
The Warrior,Patty Smyth's Greatest Hits Featuring Scandal,Patty Smyth,1982,238800,44,0.0746,0.607,0.9,0.0,0.588,-4.977,0.0426,122.913,4
"Der Kommissar - 7"" Version",Der Kommissar,After The Fire,1982-08-21,248000,51,0.36,0.689,0.755,3.02e-06,0.0842,-8.202,0.0622,120.764,4
Love My Way,All Of This And Nothing,The Psychedelic Furs,1988-01-01,211573,49,0.0223,0.673,0.686,0.000184,0.0963,-12.194,0.0363,126.09,4
80's Films,The Human Condition,Jon Bellion,2016-06-10,216036,51,0.0288,0.507,0.461,0.0,0.0483,-7.761,0.128,136.219,3
Word Up,Word Up,Cameo,1986-01-01,260000,65,0.0421,0.878,0.84,0.0035,0.053,-13.105,0.064,116.222,4
Rapper's Delight - Single Version,The Sugarhill Gang - 30th Anniversary Edition (Expanded Version),The Sugarhill Gang,2010-01-01,235840,61,0.185,0.917,0.692,1.09e-05,0.0686,-11.665,0.244,111.782,4
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1987-07-21,354520,84,0.0866,0.454,0.91,0.0996,0.116,-7.766,0.0448,125.116,4
Call Me,Atomic/Atomix,Blondie,1999-01-01,212600,73,0.000785,0.56,0.825,0.00246,0.0892,-6.711,0.0347,142.669,4
The Boys Of Summer,Building The Perfect Beast,Don Henley,1984-01-01,288733,78,0.501,0.516,0.549,0.00572,0.184,-13.741,0.0373,176.941,4
Jack & Diane,American Fool,John Mellencamp,1982,254493,75,0.0365,0.811,0.41,6.63e-06,0.0799,-8.214,0.0391,103.965,4
With Or Without You - Remastered,The Joshua Tree (Super Deluxe),U2,1987-03-03,295515,0,0.000196,0.541,0.437,0.318,0.148,-11.874,0.0288,110.162,4
Free Fallin',Full Moon Fever,Tom Petty,1989-01-01,256000,77,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,4
Bette Davis Eyes,Mistaken Identity,Kim Carnes,1981-01-01,228000,77,0.0204,0.675,0.649,0.0,0.0959,-10.271,0.0319,116.624,4
Hit Me With Your Best Shot,Crimes Of Passion,Pat Benatar,1980-08-05,171266,72,0.117,0.741,0.58,3.31e-05,0.212,-9.05,0.0304,127.402,4
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,238733,79,0.0116,0.596,0.869,0.173,0.0678,-11.97,0.037,109.902,4
Don't Dream It's Over,Crowded House,Crowded House,1986-01-01,236933,0,0.0158,0.457,0.41,2.96e-05,0.0714,-17.263,0.037,81.016,4
Always Something There to Remind Me,Burning Bridges,Naked Eyes,1983-03-16,218933,32,0.133,0.613,0.801,0.0,0.545,-5.165,0.0352,149.258,4
Alone,Bad Animals,Heart,1987-06-06,218733,74,0.638,0.418,0.452,0.00026,0.0959,-13.099,0.0356,175.088,4
Every Rose Has Its Thorn - Remastered 2003,Open Up And Say...Ahh! (20th Anniversary Edition),Poison,1988-03-21,260173,70,0.16,0.533,0.637,1.12e-05,0.369,-5.571,0.0323,140.167,4
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Solo Collection,Glenn Frey,1995-01-01,225506,0,0.103,0.646,0.833,1.39e-05,0.0883,-6.899,0.0458,149.598,4
Somebody's Watching Me - Single Version,Scream,Michael Jackson,2017-09-27,237760,0,0.0409,0.767,0.712,8.08e-05,0.132,-4.128,0.0324,124.092,4
Rhythm Of The Night,Rhythm Of The Night,DeBarge,1985,229106,0,0.0761,0.716,0.762,2.26e-05,0.0806,-12.304,0.0457,115.121,4
Wanted Dead Or Alive,Slippery When Wet,Bon Jovi,1986-01-01,308666,6,0.137,0.257,0.803,0.0156,0.297,-3.886,0.0411,150.818,4
Don't Stop Believin',Escape (Bonus Track Version),Journey,1981,250986,82,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,4
Celebration,Celebrate!,Kool & The Gang,1980-01-01,298866,0,0.139,0.902,0.655,0.0303,0.0672,-11.862,0.0576,121.647,4
U Can't Touch This,Please Hammer Don't Hurt 'Em,MC Hammer,1990-02-20,257360,74,0.00456,0.867,0.517,0.000339,0.0864,-13.222,0.0875,133.148,4
Here Comes The Hammer,Please Hammer Don't Hurt 'Em,MC Hammer,1990-02-20,272200,35,0.000355,0.896,0.715,0.34,0.0433,-12.978,0.0917,124.107,4
Shoop (Re-Recorded) [Remastered],Greatest Hits,Salt-N-Pepa,2012-09-20,254693,29,0.0832,0.867,0.361,0.0,0.285,-20.162,0.318,97.988,4
The Breaks,Kurtis Blow,Kurtis Blow,1980-01-01,463733,40,0.0987,0.91,0.576,0.0023,0.195,-13.256,0.109,112.877,4
I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987-06-02,291293,81,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.818,4
Billie Jean,Thriller 25 Super Deluxe Edition,Michael Jackson,1982-11-30,293826,84,0.0236,0.92,0.654,0.0153,0.036,-3.051,0.0401,117.046,4
Sign Your Name,Introducing The Hardline According To Terence Trent D'Arby (Alben für die Ewigkeit),Sananda Maitreya,1987-09-13,276533,33,0.202,0.899,0.422,5.08e-06,0.0864,-11.238,0.0509,109.147,4
Down Under,Super Hits,Men At Work,2000,223040,56,0.0521,0.746,0.683,0.0169,0.0466,-7.416,0.0281,107.314,4
Africa,Toto IV,TOTO,1982-04-08,295893,83,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,4
Time After Time,She's So Unusual,Cyndi Lauper,1983-10-14,241333,75,0.487,0.726,0.449,1.34e-06,0.0824,-9.206,0.0286,130.388,4
Walk Like an Egyptian,Different Light,The Bangles,1985-07-11,204560,61,0.0117,0.711,0.788,2.05e-06,0.311,-14.705,0.0825,103.172,4
Let's Groove,Raise!,"Earth, Wind & Fire",1981-11-14,339320,79,0.121,0.869,0.648,2.17e-05,0.126,-8.698,0.0633,125.035,4
Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,197706,79,0.0755,0.701,0.944,0.0,0.601,-2.986,0.0455,128.993,4
Shattered Dreams - Remastered,Turn Back The Clock,Johnny Hates Jazz,1988,207346,63,0.0318,0.655,0.72,4.71e-05,0.25,-9.423,0.0312,121.311,4
True - Single Edit,True - The Digital E.P.,Spandau Ballet,2008-04-25,329146,69,0.459,0.742,0.533,0.148,0.064,-9.098,0.0288,97.395,4
Smooth Operator - Single Version,The Best Of Sade,Sade,1994-10-31,258693,0,0.238,0.734,0.58,0.0006,0.0298,-6.619,0.0321,119.336,4
Venus,True Confessions (Collector's Edition),Bananarama,1986-01-01,229164,68,0.0883,0.722,0.961,0.61,0.278,-4.812,0.0514,126.113,4
Upside Down,Diana,Diana Ross,1980-05-22,244826,2,0.079,0.887,0.904,0.0101,0.0165,-5.107,0.0703,107.955,4
Take on Me,Hunting High and Low,a-ha,1985-06-01,225280,85,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,4
I'm Still Standing,Too Low For Zero (Remastered With Bonus Tracks),Elton John,1983-05-30,183440,0,0.356,0.504,0.904,0.121,0.14,-6.863,0.179,176.808,4
Our House,The Rise & Fall,Madness,1982-10-08,203120,66,0.0884,0.589,0.715,0.00105,0.0559,-6.073,0.0401,120.999,4
Faith - Remastered,Faith,George Michael,1987-10-30,193200,74,0.0094,0.887,0.48,3.58e-05,0.0662,-11.994,0.117,95.846,4
She Drives Me Crazy,The Raw And The Cooked,Fine Young Cannibals,1988,215773,0,0.193,0.799,0.687,0.000188,0.0307,-5.682,0.0431,108.804,4
Ain't Nobody,Stompin' At The Savoy,Rufus,1983,285253,65,0.258,0.825,0.811,0.000276,0.132,-9.226,0.0524,104.28,4
Another One Bites The Dust - Remastered 2011,The Game (2011 Remaster),Queen,1980-06-27,214653,81,0.112,0.933,0.528,0.312,0.163,-6.472,0.161,109.967,4
Heaven Is A Place On Earth,Heaven On Earth,Belinda Carlisle,1987-10-05,247293,62,0.031,0.64,0.81,2.22e-06,0.0492,-10.19,0.033,122.868,4
Wanna Be Startin' Somethin',Thriller 25 Super Deluxe Edition,Michael Jackson,1982-11-30,362373,66,0.0217,0.847,0.922,0.362,0.0623,-4.206,0.0438,122.195,4
Bad - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,1987-08-31,247360,72,0.00462,0.787,0.889,0.423,0.0665,-3.786,0.0397,114.091,4
Billie Jean,Thriller 25 Super Deluxe Edition,Michael Jackson,1982-11-30,293826,84,0.0236,0.92,0.654,0.0153,0.036,-3.051,0.0401,117.046,4
Black or White - Single Version,Number Ones,Michael Jackson,2003-11-18,198506,65,0.11,0.759,0.927,0.029,0.374,-2.768,0.051,115.075,4
The Silver Tongued Devil and I,The Silver Tongued Devil and I,Kris Kristofferson,1971,257760,36,0.602,0.581,0.284,0.0,0.267,-14.769,0.0338,127.552,3
Are You Sure Hank Done It This Way,Nashville Rebel,Waylon Jennings,2006-09-26,175440,52,0.461,0.834,0.551,0.135,0.116,-11.13,0.0295,113.843,4
Navajo Rug,Cowboyography,Ian Tyson,1987,174000,36,0.256,0.658,0.419,0.0,0.252,-15.285,0.0451,167.366,4
I Walk the Line,I Walk the Line (Original Soundtrack Recording),Johnny Cash,1970-11-11,176533,65,0.877,0.713,0.258,0.00606,0.0967,-14.59,0.0384,98.805,4
If I Had A Boat,Pontiac,Lyle Lovett,1987-01-01,189360,0,0.317,0.476,0.32,0.000339,0.357,-15.642,0.0376,91.997,4
Have A Little Faith In Me,Bring The Family,John Hiatt,1987-01-01,245000,56,0.736,0.446,0.41,0.0,0.122,-11.431,0.0289,156.274,4
Feelin' Good Again,Walking Distance,Robert Earl Keen,1998-10-27,196866,51,0.796,0.57,0.408,2.61e-05,0.108,-12.572,0.036,110.08,4
Train Home,Train Home,Chris Smither,2003-01-01,252666,0,0.901,0.635,0.509,0.0149,0.171,-10.821,0.0304,95.754,4
"It Ain't Me, Babe",Darlin' Companion (with June Carter Cash),Johnny Cash,2006-01-30,183600,19,0.646,0.623,0.468,0.0,0.105,-10.821,0.0408,105.295,4
Country Love,Haymaker!,The Gourds,2009-01-06,163253,0,0.214,0.442,0.792,0.0,0.805,-5.406,0.0997,166.062,4
Incommunicado,Coconut Telegraph,Jimmy Buffett,1981,223026,25,0.563,0.699,0.275,0.0,0.0935,-14.59,0.0364,113.371,4
It's A Shame,Trouble In Mind,Hayes Carll,2008,227733,30,0.0695,0.494,0.689,5.72e-06,0.0739,-7.795,0.0288,93.883,4
Telephone Road (with the Fairfield Four),El Corazon,Steve Earle,1997-09-26,222866,38,0.00947,0.504,0.712,0.535,0.133,-8.097,0.0507,145.625,4
Hurricane Party,Just Us Kids,James McMurtry,2008-04-15,356360,25,0.723,0.544,0.518,0.0,0.13,-7.816,0.0273,113.266,4
Gravity's Gone,A Blessing and a Curse,Drive-By Truckers,2006,213173,0,0.000108,0.563,0.834,0.0505,0.144,-5.628,0.0323,127.237,4
Be Here To Love Me,Our Mother The Mountain,Townes Van Zandt,1969-04,159213,0,0.624,0.62,0.368,0.0,0.127,-12.225,0.0289,100.531,4
That's the Way That the World Goes 'Round,Bruised Orange,John Prine,1978,200240,59,0.599,0.636,0.454,0.00343,0.304,-16.548,0.0615,155.547,4
L.A. Freeway,20th Century Masters: The Millennium Collection: Best Of Jerry Jeff Walker,Jerry Jeff Walker,2002-01-01,287773,0,0.317,0.488,0.656,0.00023,0.21,-6.798,0.0357,119.194,4
Thirsty Boots,Bout Changes 'N' Things,Eric Andersen,1967,313693,29,0.391,0.57,0.405,0.0883,0.123,-14.81,0.0295,133.136,4
Waitin' Around To Die - Original Version,For The Sake Of The Song,Townes Van Zandt,1968,145586,0,0.505,0.619,0.461,5.79e-06,0.14,-14.018,0.0405,102.408,4
Fare Thee Well (Dink's Song),Where I'm Bound,Bob Gibson,2005-05-10,154546,1,0.693,0.538,0.402,0.000587,0.101,-11.591,0.033,119.98,4
Southern Nights,Southern Nights,Glen Campbell,1977-01-01,180026,69,0.0989,0.697,0.813,0.0232,0.583,-8.89,0.0315,95.301,4
It Ain't Easy Being Me,Chris Knight,Chris Knight,1998,212000,34,0.232,0.456,0.626,0.0,0.107,-5.736,0.0287,154.725,4
House And 90 Acres,Chris Knight,Chris Knight,1998,232893,23,0.00935,0.508,0.695,2.77e-06,0.0694,-6.314,0.0274,142.262,4
Don't Let Me Fall,Trouble In Mind,Hayes Carll,2008,225813,19,0.506,0.631,0.26,0.0,0.105,-9.395,0.0325,112.257,3
Southside Of Heaven,Mescalito,Ryan Bingham,2007-01-01,379160,0,0.0029,0.387,0.499,0.00373,0.0695,-10.207,0.0259,111.032,4
The Other Side,Mescalito,Ryan Bingham,2007-01-01,128386,0,0.0149,0.653,0.54,1.93e-06,0.314,-7.157,0.0386,151.405,4
Sunrise,Mescalito,Ryan Bingham,2007-01-01,285826,0,0.244,0.391,0.681,0.000108,0.586,-7.231,0.0328,137.567,4
I Don't Wanna Grow Up,Trouble In Mind,Hayes Carll,2008,217306,35,0.449,0.569,0.418,0.0,0.112,-6.495,0.0273,82.716,4
Bad Liver And A Broken Heart,Trouble In Mind,Hayes Carll,2008,262786,39,0.0138,0.527,0.772,0.00181,0.107,-6.204,0.0345,126.043,4
Drunken Poet's Dream,Trouble In Mind,Hayes Carll,2008,208786,54,0.478,0.521,0.515,1.37e-05,0.114,-6.926,0.0289,137.997,4
Waitin' Around To Die,Townes Van Zandt,Townes Van Zandt,1969-09,165186,0,0.687,0.505,0.226,0.00162,0.109,-18.215,0.0319,89.725,4
