0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Every Night,Night Visions (Deluxe),Imagine Dragons,2012-09-04,215533,0,0.053,0.478,0.595,4.1e-05,0.159,-6.772,0.028,139.808,4
Lost in This Moment,Between Raising Hell and Amazing Grace,Big & Rich,2007,210842,36,0.32,0.599,0.574,0.0,0.226,-7.363,0.0434,147.751,4
Love in This Club,Here I Stand (Deluxe Version),Usher,2008-05-13,259720,0,0.0565,0.417,0.711,0.0,0.168,-5.976,0.137,140.102,4
New Flame,X (Deluxe Version),Chris Brown,2014-09-12,244133,0,0.0649,0.709,0.638,0.0,0.0969,-4.3,0.0405,141.994,4
My Best Friend,Love Story,Tim McGraw,2014-02-07,280853,0,0.119,0.41,0.529,0.0,0.0741,-6.241,0.0294,147.882,4
She's My Kind of Rain,Love Story,Tim McGraw,2014-02-07,254693,0,0.144,0.447,0.656,0.0,0.11,-6.114,0.0269,151.928,4
Where The Green Grass Grows,Everywhere,Tim McGraw,1997-06-03,201600,66,0.198,0.479,0.698,0.0,0.126,-7.914,0.0277,159.699,4
One In A Million,Libra Scale,Ne-Yo,2010-01-01,243226,0,0.115,0.761,0.797,2.13e-06,0.329,-5.942,0.0381,100.023,4
DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),Usher,2010-03-30,220800,79,0.0338,0.663,0.861,0.0,0.082,-3.398,0.109,119.963,4
Sure Thing,All I Want Is You,Miguel,2010-11-26,195373,79,0.0267,0.684,0.607,0.000307,0.191,-8.127,0.1,81.001,4
Bacon,Last Year Was Complicated,Nick Jonas,2016-06-10,182946,50,0.0738,0.709,0.698,0.0,0.272,-5.182,0.0799,143.951,4
Love Me Down,Glory (Deluxe Version),Britney Spears,2016-11-15,198640,6,0.00592,0.657,0.645,0.000199,0.236,-6.52,0.0603,91.988,4
Supawifey,Fuk Wat They Talkin Bout,Tyga,2015-08-24,201535,32,0.108,0.814,0.74,0.0,0.0904,-6.161,0.0459,106.024,4
Love On The Brain,ANTI,Rihanna,2016-01-28,224000,0,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,261085,72,0.273,0.422,0.712,0.0,0.051,-5.907,0.1,78.454,4
(Everything I Do) I Do It For You,Waking Up The Neighbours,Bryan Adams,1991-09-24,393640,0,0.0752,0.52,0.363,1.13e-05,0.0609,-12.655,0.0286,131.224,4
Iris,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,289533,83,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,3
Give It to Me,Give It to Me,Lyrica Anderson,2016-11-14,193182,15,0.175,0.789,0.663,0.0,0.0676,-5.81,0.266,94.904,4
Tenerife Sea,x (Wembley Edition),Ed Sheeran,2013,241346,54,0.697,0.53,0.346,1.07e-05,0.105,-10.497,0.0376,121.876,4
Truly Madly Deeply,Savage Garden,Savage Garden,1997-03-04,277266,0,0.403,0.555,0.698,0.0,0.0851,-8.874,0.0287,168.12,4
God Gave Me You,Loaded: The Best of Blake Shelton,Blake Shelton,2010-11-09,229533,34,0.00481,0.483,0.844,7.29e-05,0.405,-5.043,0.0314,151.977,4
Bad Things (with Camila Cabello),bloom,Machine Gun Kelly,2017-05-12,239293,72,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,4
Only U - No Intro,Concrete Rose,Ashanti,2004-01-01,186306,56,0.0374,0.601,0.621,1.75e-06,0.188,-5.576,0.0434,94.547,4
Fourth Of July,American Beauty/American Psycho,Fall Out Boy,2015-01-16,224360,0,0.142,0.486,0.973,0.00561,0.428,-3.373,0.111,160.012,4
Animal,Tremaine the Album,Trey Songz,2017-03-24,261213,46,0.0595,0.542,0.577,1.24e-06,0.357,-6.77,0.0824,161.923,4
Promise (feat. Fetty Wap),Summer In The Winter,Kid Ink,2015-12-25,224240,62,0.0599,0.797,0.469,0.0,0.0753,-8.112,0.0646,103.057,4
Mad Love,Bronco,Canaan Smith,2015-06-23,168333,45,0.022,0.57,0.744,0.0,0.153,-6.166,0.0365,141.772,4
My Girl,Dylan Scott,Dylan Scott,2016-08-12,197640,0,0.0353,0.652,0.719,0.0,0.108,-7.251,0.033,94.969,4
Like You (feat. Ciara),Playlist: The Very Best Of Bow Wow,Bow Wow,2000,205640,42,0.0504,0.547,0.594,0.0,0.0746,-8.389,0.155,81.9,4
They Don't Know,Jon B - Greatest Hits...Are U Still Down?,Jon B.,1995,273973,44,0.614,0.697,0.402,3.35e-06,0.0757,-10.358,0.0476,125.822,4
Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,The Weeknd,2016-03-16,277706,26,0.408,0.647,0.291,0.0,0.0772,-8.275,0.0363,119.839,3
Weight of Love,Turn Blue,The Black Keys,2014-05-09,410186,60,0.03,0.282,0.547,0.888,0.104,-8.621,0.0322,151.468,4
In Vein,Mastermind (Deluxe),Rick Ross,2014-01-01,261853,57,0.281,0.706,0.497,0.0,0.252,-7.216,0.0369,96.988,4
Prisoner,Beauty Behind The Madness,The Weeknd,2015-08-28,274960,0,0.401,0.543,0.407,0.000113,0.202,-12.741,0.0389,134.831,4
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,71,0.00972,0.583,0.621,0.00106,0.181,-6.902,0.0479,140.036,4
Talk Dirty (feat. 2 Chainz),Tattoos,Jason Derulo,2013-09-10,177685,70,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,4
Don't Tell 'Em,Late Nights: The Album,Jeremih,2015-12-04,266840,73,0.392,0.856,0.527,0.0,0.11,-5.225,0.0997,98.052,4
Booty,Booty,Jennifer Lopez,2014-09-23,209699,0,0.00362,0.72,0.951,0.000275,0.226,-4.138,0.0525,128.969,4
Tough Lover - Burlesque Original Motion Picture Soundtrack,Burlesque Original Motion Picture Soundtrack,Various Artists,2010-11-19,120453,54,0.617,0.541,0.7,0.0,0.373,-5.292,0.279,94.384,4
Birthday Sex,Jeremih,Jeremih,2009-01-01,226506,66,0.297,0.679,0.522,0.0,0.151,-5.603,0.0427,60.014,4
She Knows,Non-Fiction (Deluxe),Ne-Yo,2015-01-20,214725,65,0.0262,0.706,0.572,0.0,0.585,-5.799,0.0326,139.982,4
Drop It Low,More Than A Game,Various Artists,2009-01-01,190533,51,0.0019,0.723,0.714,5.43e-05,0.0836,-5.036,0.0537,88.047,4
FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,188238,0,0.868,0.579,0.268,0.0,0.12,-5.65,0.0442,205.903,4
Feeling Myself,The Pinkprint,Nicki Minaj,2014-12-12,237840,0,0.425,0.69,0.699,0.0109,0.399,-5.612,0.184,139.83,4
Marvin Gaye (feat. Wale) - Remix,Nine Track Mind (Special Edition),Charlie Puth,2015-11-05,200106,36,0.456,0.808,0.633,0.0,0.329,-5.298,0.0883,109.974,4
Fragile,Something Else,Tech N9ne,2013-07-30,236373,57,0.0994,0.715,0.468,0.0,0.125,-7.664,0.147,194.902,3
Gangsta,Suicide Squad: The Album,Various Artists,2016-08-05,177028,72,0.111,0.439,0.447,0.0,0.303,-8.318,0.0436,121.48,4
Pony,R&B: From Doo-Wop To Hip-Hop,Various Artists,1999-10-11,251733,31,0.00186,0.749,0.605,0.0381,0.115,-9.359,0.086,142.024,4
Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,0,0.0161,0.636,0.727,1.12e-06,0.151,-5.852,0.106,107.988,4
It's You,It's You,Wrabel,2017-07-26,200000,36,0.0874,0.538,0.76,0.0,0.0692,-3.828,0.0282,135.072,4
Certain Things (feat. Chasing Grace),James Arthur,James Arthur,2013-10-29,233466,33,0.471,0.511,0.621,9.72e-05,0.0893,-8.751,0.123,129.885,4
"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Fifty Shades Darker (Original Motion Picture Soundtrack),Various Artists,2017-02-10,252320,0,0.461,0.409,0.413,0.0,0.0765,-6.722,0.0296,137.02,4
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,85,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
F.B.G.M. (feat. Young M.A.),F.B.G.M. (feat. Young M.A.),T-Pain,2017-05-26,188832,52,0.123,0.682,0.657,0.0,0.166,-3.632,0.0447,77.5,4
Nobody Else but You,Tremaine the Album,Trey Songz,2017-03-24,229013,58,0.0381,0.708,0.612,0.0,0.277,-6.379,0.122,139.913,4
The Business (feat. Casha),Look What You Made Me,Yung Berg,2008-08-08,253840,53,0.00867,0.63,0.726,0.0,0.0864,-5.372,0.177,133.317,4
Something New (feat. Ty Dolla $ign),Something New (feat. Ty Dolla $ign),Wiz Khalifa,2017-08-11,200773,49,0.0935,0.814,0.635,0.0,0.0892,-6.609,0.0809,87.581,4
Simple Things (Remix) (feat. Chris Brown & Future),Simple Things (Remix) (feat. Chris Brown & Future),Miguel,2015-10-16,237797,55,0.29,0.435,0.561,1.55e-06,0.197,-9.308,0.143,80.209,4
Tell Me You Love Me,Tell Me You Love Me,Demi Lovato,2017-09-29,236986,0,0.0247,0.516,0.592,0.0,0.181,-5.465,0.0566,82.05,4
Cold Fame,Baby Darling Doll Face Honey,Band Of Skulls,2009-04-21,371360,0,0.308,0.491,0.396,0.00018,0.116,-6.929,0.0312,115.377,4
Things Behind The Sun,Pink Moon,Nick Drake,1972-02-25,234320,0,0.873,0.676,0.171,0.14,0.115,-17.476,0.0449,102.706,4
Swim Club,No Witch,The Cave Singers,2011-02-22,181160,0,0.681,0.725,0.657,0.0223,0.107,-9.45,0.0308,101.193,4
Close to Nowhere,Sweet Sour,Band Of Skulls,2012-02-14,272600,15,0.676,0.594,0.172,0.727,0.103,-21.534,0.0284,113.106,4
Whispered Words (Pretty Lies),Keep It Hid,Dan Auerbach,2009-02-10,246253,0,0.806,0.433,0.583,0.000643,0.0989,-6.922,0.0686,84.414,4
Goshen,The Rip Tide,Beirut,2011-08-30,200146,0,0.831,0.287,0.264,0.00726,0.0968,-9.857,0.0267,99.283,4
Mad Mary,Decay Decoy,The Megaphonic Thrift,2009-01-01,279573,0,0.0327,0.769,0.576,0.815,0.106,-8.975,0.0363,117.408,4
Having It All,Gone,Vacationer,2012-03-20,204465,13,0.152,0.481,0.546,0.641,0.138,-6.168,0.0281,83.26,4
"Don't Think Twice, It's All Right",The Freewheelin' Bob Dylan,Bob Dylan,1963-05-27,217400,65,0.89,0.6,0.243,0.0022,0.249,-17.085,0.0366,110.535,4
My Mistakes Were Made For You,The Age Of The Understatement,The Last Shadow Puppets,2008-01-01,184546,33,0.0285,0.445,0.913,0.0,0.376,-4.789,0.0434,97.62,4
Stuck on the puzzle,Submarine - Original Songs From The Film By Alex Turner,Alex Turner,2011-03-14,211053,66,0.0792,0.58,0.682,0.0316,0.161,-8.523,0.0332,77.53,4
Postcards from Italy,Gulag Orkestar,Beirut,2006-05-06,257480,0,0.928,0.621,0.569,0.0356,0.115,-7.318,0.0297,110.022,4
Midnight in Harlem,Everybody's Talkin' / Revelator (Australian Special Edition),Tedeschi Trucks Band,2011,352666,31,0.352,0.492,0.556,0.0141,0.111,-9.93,0.0361,76.45,4
Apologies,This Is Somewhere,Grace Potter & The Nocturnals,2007-01-01,312613,38,0.508,0.385,0.395,0.0,0.0961,-9.1,0.0286,134.703,4
Good Hold,Underneath The Pine,Toro y Moi,2011-02-22,147200,0,0.932,0.447,0.492,0.887,0.109,-9.951,0.0317,85.06,4
A Candle’s Fire,The Rip Tide,Beirut,2011-08-30,199280,0,0.158,0.585,0.628,0.000208,0.106,-5.765,0.0389,119.922,4
Mountain Sound,My Head Is An Animal,Of Monsters and Men,2012-01-01,211453,62,0.0421,0.379,0.879,0.00449,0.146,-4.336,0.0362,102.021,4
Time Has Told Me,Five Leaves Left,Nick Drake,1969-07-03,266440,0,0.731,0.613,0.303,0.726,0.0945,-14.629,0.0312,110.146,3
1957,Milo Greene,Milo Greene,2012-07-16,204213,61,0.663,0.388,0.595,5.58e-05,0.178,-9.799,0.0325,190.043,4
The Rose with the Broken Neck (feat. Jack White),Rome,Danger Mouse,2011-05-16,203106,38,0.246,0.576,0.471,0.326,0.13,-9.956,0.0307,116.133,3
Stolen Dog,Street Halo / Kindred,Burial,2012-02-11,383040,5,0.617,0.647,0.679,0.91,0.624,-13.382,0.0961,115.674,4
Going Under,No Color,The Dodos,2011-03-14,363613,0,0.0323,0.291,0.96,0.0868,0.0595,-5.365,0.0402,100.406,3
Forget You All The Time,Cloud Nothings,Cloud Nothings,2011-01-24,176760,0,0.13,0.471,0.952,0.799,0.207,-4.845,0.0371,124.849,4
Floating Vibes,Astro Coast,Surfer Blood,2010-01-01,235133,24,0.19,0.524,0.698,0.00377,0.317,-4.964,0.0308,126.875,4
Lost In The Light,Barchords,Bahamas,2012-01-01,236720,49,0.793,0.597,0.267,0.0014,0.111,-8.796,0.0309,75.535,4
That's What Angels Can Do,Ways Not To Lose,The Wood Brothers,2006-01-01,191333,24,0.853,0.492,0.074,7.28e-06,0.124,-17.741,0.0369,81.408,4
The Gardener,Shallow Grave,The Tallest Man On Earth,2008,237000,0,0.928,0.496,0.533,0.0,0.131,-4.979,0.0264,95.477,4
Pale Blue Eyes,The Velvet Underground,The Velvet Underground,1969-03,339533,0,0.911,0.637,0.107,0.00146,0.103,-18.759,0.0349,82.879,4
"Left on Laura, Left on Lisa",Four Thieves Gone - The Robbinsville Sessions,The Avett Brothers,2006,239866,26,0.176,0.421,0.494,0.00013,0.103,-7.892,0.032,158.831,3
Lake Michigan,Asleep At Heaven's Gate,Rogue Wave,2007-01-01,228226,0,0.192,0.457,0.817,1.64e-06,0.0982,-5.653,0.0368,80.901,3
The Stable Song,"That Sea, The Gambler",Gregory Alan Isakov,2007-01-01,360933,62,0.633,0.626,0.432,0.00239,0.127,-11.948,0.0283,137.93,4
Golden Haze,Golden Haze,Wild Nothing,2010-10-12,205910,0,0.0178,0.423,0.924,0.676,0.0989,-5.119,0.035,77.521,4
Someday,The Way We Move,Langhorne Slim,2012-06-05,86306,23,0.446,0.558,0.67,0.00291,0.127,-8.716,0.035,127.319,4
Shame,Emotionalism,The Avett Brothers,2007-05-15,233853,15,0.546,0.516,0.425,0.0,0.171,-5.503,0.0785,143.155,4
1904,There´s No Leaving Now,The Tallest Man On Earth,2012-06-11,239733,0,0.715,0.491,0.585,0.0,0.103,-4.122,0.027,104.578,4
Turquoise,Catch the Wind,Donovan,2003,209066,16,0.162,0.371,0.344,0.217,0.103,-13.03,0.0326,81.963,3
Dirt,Farmhouse,Phish,2000-05-16,272506,38,0.443,0.464,0.501,0.22,0.115,-8.546,0.0264,130.857,4
Offering,A Carolina Jubilee,The Avett Brothers,2003,222106,27,0.24,0.342,0.442,0.00412,0.107,-7.312,0.0294,88.496,4
Meet Me in the City,Chulahoma,The Black Keys,2006-05-02,218466,52,0.579,0.482,0.754,0.227,0.11,-5.486,0.0538,121.418,4
The Man in Me,New Morning,Bob Dylan,1970-10-21,186213,60,0.532,0.419,0.517,0.0251,0.0785,-9.368,0.0284,145.109,4
Taro,An Awesome Wave,alt-J,2012-09-18,314986,55,0.779,0.359,0.48,0.00328,0.0784,-10.634,0.0349,171.75,4
Fortune - iambic Remix,Blinking Pigs,Little Dragon,2010-11-01,253240,7,0.122,0.502,0.69,0.319,0.298,-7.349,0.0318,117.127,4
Either Way,Sky Blue Sky,Wilco,2007-05-11,186120,43,0.597,0.542,0.546,0.00382,0.111,-9.927,0.0323,74.797,4
"Lover, You Should've Come Over",Grace (Legacy Edition),Jeff Buckley,1994,403186,0,0.385,0.388,0.609,4.31e-06,0.138,-6.087,0.0402,120.005,3
Sugar Mama,The Place I Left Behind,The Deep Dark Woods,2011-01-01,159474,34,0.57,0.435,0.649,0.00028,0.0887,-7.561,0.129,174.431,4
Get Right,Megafaun,Megafaun,2011-09-19,513960,0,0.00169,0.398,0.832,0.901,0.33,-7.942,0.0457,116.093,4
Daydreaming,Middle Brother,Middle Brother,2011-03-01,290000,33,0.666,0.53,0.242,0.0,0.101,-12.035,0.0289,144.641,4
It's Beyond Me,The Errant Charm,Vetiver,2011-06-13,396120,0,0.125,0.614,0.509,0.848,0.0832,-8.758,0.0268,141.868,4
Graveyard,Metals,Feist,2011-01-01,257600,36,0.781,0.392,0.371,0.165,0.0987,-6.907,0.0288,141.918,3
"Hell, Heaven",Hell / Heaven / Big / Love,Parlovr,2010-01-01,273240,0,0.00351,0.247,0.768,0.026,0.197,-4.782,0.0456,166.644,4
Suzanne,Songs,Leonard Cohen,1967,227266,27,0.903,0.397,0.0979,0.000326,0.0958,-19.79,0.0411,132.715,4
May This Be Love (Waterfall) - Live From Spotify Austin / Curated By Jim Eno,Spotify Sessions - Curated by Jim Eno (Live From Spotify Austin / Curated By Jim Eno),Michael Kiwanuka,2012-01-01,336200,0,0.192,0.304,0.39,0.1,0.202,-7.755,0.0354,89.515,4
Forget Me,Letters Don't Talk,Mary Lambert,2013-12-13,196205,16,0.943,0.349,0.112,0.0,0.14,-14.388,0.0345,86.7,3
Line Of Fire,Junip,Junip,2013-01-01,339293,0,0.456,0.485,0.744,0.514,0.128,-8.035,0.0397,90.364,4
A New Life,Regions of Light and Sound of God,Jim James,2013,268460,5,0.832,0.36,0.397,0.00377,0.115,-10.381,0.0517,169.997,4
Asleep - 2011 Remaster,Louder Than Bombs,The Smiths,1987,253560,65,0.88,0.512,0.255,0.532,0.146,-15.867,0.0291,115.144,3
Heroes - 1999 Remaster,Heroes (1999 Remaster),David Bowie,1977-10-14,370373,0,0.000265,0.478,0.774,0.585,0.191,-6.977,0.0292,112.577,4
A New Anhedonia,Muchacho,Phosphorescent,2013-03-15,243773,0,0.704,0.26,0.292,0.0987,0.17,-9.712,0.0324,122.257,5
Now That I Know,Cripple Crow,Devendra Banhart,2005-09-12,293666,0,0.925,0.249,0.288,0.629,0.114,-14.577,0.0342,84.475,3
20 Years,Barton Hollow,The Civil Wars,2011-01-01,181640,0,0.899,0.525,0.284,0.00338,0.0855,-12.436,0.0296,122.569,4
Girl from the North Country,Nashville Skyline,Bob Dylan,1969-04-09,220400,66,0.843,0.607,0.142,0.000197,0.121,-23.455,0.0382,118.867,4
Reigning Days of Grace,Rooms,Paper Bird,2013-03-26,183576,7,0.826,0.509,0.283,0.000946,0.123,-11.871,0.0296,146.64,4
Ain't No Lord,Don't Be a Stranger,The Moondoggies,2008-08-09,202373,0,0.119,0.438,0.556,0.006,0.0733,-8.16,0.0343,77.449,4
"Do Right Woman, Do Right Man",I Never Loved a Man the Way I Love You,Aretha Franklin,1967-03-10,194706,28,0.663,0.629,0.233,0.0,0.277,-13.291,0.0395,134.113,3
Over The Ocean,A Different Ship,Here We Go Magic,2012-05-08,266306,0,0.843,0.425,0.353,0.0975,0.132,-10.861,0.0301,123.203,4
I Know Places,Wounded Rhymes,Lykke Li,2011,386786,49,0.762,0.368,0.114,0.0145,0.0872,-14.043,0.0334,102.061,4
I See Monsters,Love Is Hell,Ryan Adams,2004-01-01,234426,0,0.848,0.426,0.337,0.00261,0.18,-10.296,0.0325,81.406,4
Down The Line,In Our Nature,José González,2007-09-24,192906,40,0.389,0.538,0.734,0.42,0.0849,-6.284,0.0318,147.901,4
A Walk,Dive,Tycho,2011-10-04,316919,1,0.329,0.659,0.716,0.909,0.127,-7.816,0.0317,139.952,4
Road,Pink Moon,Nick Drake,1972-02-25,119680,0,0.866,0.574,0.27,0.786,0.0975,-16.024,0.0454,150.79,4
The Shore,Smoke Ring Halo,The Wood Brothers,2011,256306,12,0.378,0.596,0.412,0.00028,0.117,-8.291,0.0359,138.613,4
Sweet Tides,Radio Retaliation,Thievery Corporation,2008-09-20,288933,26,0.0233,0.41,0.603,0.907,0.153,-7.55,0.0281,157.823,4
Out Getting Ribs,6 Feet Beneath The Moon,King Krule,2013-08-24,256000,0,0.618,0.506,0.401,0.000591,0.383,-9.857,0.0299,117.281,4
Indecision,Dual,Sampha,2013-07-29,268350,0,0.907,0.608,0.346,7.07e-05,0.118,-11.092,0.0298,134.043,4
Lost,Odyssey EP,Leo Stannard,2013-11-10,226416,0,0.47,0.754,0.511,2.54e-05,0.108,-9.783,0.0812,143.961,4
"Wake Up, Soul",North,Sango,2013-07-13,325500,0,0.747,0.41,0.211,0.664,0.0865,-16.77,0.0802,138.908,4
Gone The Bells,Paranoid Cocoon,Cotton Jones,2009-01-27,254893,0,0.156,0.436,0.632,2.38e-06,0.143,-8.898,0.0285,68.029,4
Someone You'd Admire,Helplessness Blues,Fleet Foxes,2011-05-03,149373,31,0.861,0.502,0.248,0.0,0.108,-10.104,0.0336,128.124,3
Impossible Germany,Sky Blue Sky,Wilco,2007-05-11,357160,52,0.584,0.553,0.727,0.138,0.113,-6.395,0.0254,104.95,4
Dublin Blues,Dublin Blues,Guy Clark,1995-03-14,259120,0,0.648,0.656,0.188,6e-06,0.12,-12.996,0.0335,85.271,4
One Of These Things First,Bryter Layter,Nick Drake,1970-03-06,290733,0,0.831,0.607,0.378,0.399,0.0957,-18.354,0.0363,90.338,3
